,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,33,26,16,-3.57063193171476,332
1,4,14,3,-7.37945750632011,427
2,18,26,13,7.990973940318055,80
3,19,23,1,6.75235824207236,453
4,22,6,33,-62.3534260082419,173
5,36,30,10,11.9077767321986,261
6,22,12,24,-43.2347010130274,161
7,15,14,16,-4.94313343971552,298
8,10,21,6,3.0487738461161,71
9,1,5,7,-43.3037048705806,516
10,34,10,16,14.4812203530072,563
11,1,12,30,10.363304292381194,109
12,35,6,13,-12.6273622184838,231
13,12,27,14,-7.83846714555801,39
14,13,19,11,-5.990746335515199,568
15,7,4,3,-86.94443719223699,437
16,32,34,31,0.9015097769897784,91
17,18,3,12,-16.6740398437822,571
18,15,7,27,-19.6355259915255,299
19,7,10,24,12.8184648321388,304
20,16,20,7,-4.70505423663416,47
21,35,13,15,-40.169322004622046,226
22,15,5,12,-13.4107352250383,428
23,1,7,12,-45.806616084240304,118
24,2,27,3,4.07813119216066,189
25,16,14,15,-19.0277940508563,51
26,30,29,24,24.0876383772686,531
27,13,15,4,6.22992620329576,281
28,6,26,22,-5.51941312296163,342
29,7,25,22,2.9280868511572447,310
30,11,26,20,5.523655683107821,476
31,32,3,17,-8.16897488321315,370
32,36,26,13,5.40677550476006,260
33,0,34,3,14.3960272637273,5
34,28,15,8,-4.9371234740685,136
35,7,12,27,-52.1348316274724,303
36,15,5,25,-24.4065361312343,428
37,35,18,33,-8.49972728829642,548
38,19,37,22,-4.16225402079622,28
39,11,23,16,10.004911175545494,387
40,36,30,29,4.73463229582541,261
41,35,20,5,-44.9948588173415,214
42,33,23,32,-1.75819709183019,506
43,28,11,33,-7.48686380306486,129
44,2,23,7,-9.37291532871725,524
45,24,12,9,2.09870732133714,200
46,17,5,27,5.27036339682138,53
47,10,20,27,4.95975624413738,461
48,15,27,1,5.0688498975564,500
49,10,30,21,12.0252912317958,463
50,11,23,1,2.80501899222876,387
51,22,25,33,-76.828249692237,169
52,31,12,26,2.29297337418259,439
53,35,13,17,-18.8263764220076,226
54,25,30,22,6.34775425347093,412
55,9,10,15,-23.9246493776531,177
56,17,11,3,-25.9553786406013,60
57,17,6,9,-18.8590911558878,66
58,22,29,23,-6.342406219704635,171
59,19,20,10,-9.05058915983623,20
60,32,34,11,-35.772960960127705,91
61,36,15,29,-5.522406721097029,264
62,17,34,6,-9.16978536734851,360
63,36,2,27,-6.1327598440997,494
64,0,15,27,8.789852728285961,351
65,36,20,6,-12.6804903060932,252
66,36,9,33,-7.6976979474612595,419
67,26,24,32,6.97906887194546,237
68,15,37,11,-6.7463876295137855,501
69,24,29,7,-9.445971624686074,205
70,6,37,32,-5.83446529642122,344
71,36,26,33,5.146263168362365,260
72,28,5,5,-29.8054991169587,125
73,37,14,24,3.04596103220436,269
74,22,12,21,-22.5481082243159,161
75,36,37,14,-7.7931404447065,420
76,32,15,32,-8.758226516009259,97
77,17,30,13,-10.175704706354889,63
78,17,27,27,-33.65980717519351,59
79,9,27,5,-4.53194998680021,394
80,36,23,3,11.4201899056118,254
81,33,12,28,-2.9355442201573902,329
82,26,20,2,-17.0965791944796,235
83,22,26,12,-42.7019901048399,168
84,11,27,22,-25.9350393132023,156
85,35,19,28,-33.222592711596505,209
86,3,8,7,6.61620425613636,536
87,35,2,10,-9.7056298635935,221
88,35,2,4,-15.1669328265417,221
89,5,4,8,-71.991374692237,14
90,13,23,1,4.11494041724804,273
91,2,11,10,0.8870436086759215,525
92,22,19,5,-25.9677928930254,159
93,33,15,9,7.255198900672379,336
