,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,31,5,16,-55.0419631279111,318
1,36,21,3,3.925278653958965,266
2,18,15,13,6.63043849063161,83
3,16,23,1,-12.8780092349061,355
4,22,14,33,-53.5937014890486,172
5,36,24,10,14.677356208262498,495
6,34,37,24,11.8538790084073,149
7,3,14,16,8.94890873482003,426
8,10,37,6,5.36666584133239,69
9,27,37,7,-12.9336075848346,122
10,1,12,16,-4.4250306424269095,109
11,28,7,30,-8.33662517212202,137
12,36,10,13,7.367639402421185,251
13,19,20,14,-5.11933290708418,20
14,25,3,11,-6.99860501960433,246
15,15,27,3,2.73587437991419,500
16,18,7,31,-16.5444382055752,467
17,18,20,12,-9.17544886997265,76
18,36,15,27,4.5468289085651,264
19,15,25,24,4.62702925865119,432
20,17,19,7,-43.4007511044814,54
21,2,25,15,-11.517671745075496,400
22,3,8,12,8.36491058006385,536
23,1,5,12,-28.8230012960497,516
24,9,19,3,-9.140148860323125,175
25,19,29,15,21.26163273396,27
26,26,3,24,16.6189105188014,239
27,36,18,4,-17.1703769814159,418
28,31,34,22,5.8959163447198,322
29,13,15,22,6.83696806655496,281
30,28,10,20,-7.901647698641989,378
31,18,29,17,-16.3654149919545,82
32,13,30,13,-4.0020147024855,278
33,31,8,20,2.3144241090288498,438
34,23,4,8,9.3032915967749,372
35,37,14,27,-6.02813641142251,269
36,36,0,25,-36.0727421945253,554
37,35,10,33,4.065422519016515,213
38,6,7,15,-6.10242662736708,347
39,28,11,16,6.51767906165831,129
40,26,24,29,2.84742780815455,237
41,24,5,5,-4.17095656956667,198
42,0,23,7,8.09749726533229,4
43,28,11,33,-7.48686380306486,129
44,2,15,7,5.05394894426151,195
45,24,4,9,13.7796364761182,401
46,19,5,27,-33.319442789605404,16
47,12,37,27,-6.24537859255252,40
48,31,20,1,-6.940201752142221,320
49,8,20,21,10.7962500286067,32
50,9,7,1,-50.2067034947695,184
51,22,25,33,-76.828249692237,169
52,13,7,26,-78.50233040756021,282
53,35,20,17,-23.8638618073837,214
54,35,20,22,-47.1165129997362,214
55,34,25,15,4.90432770225844,147
56,19,3,3,1.42876955630546,454
57,18,24,9,13.1909794128968,79
58,9,5,23,-6.72889795339924,174
59,0,24,10,5.235816847659695,349
60,18,20,11,-73.2690309422369,76
61,25,20,29,-5.58225012907325,243
62,17,20,6,-43.6627742140494,57
63,24,4,27,9.045481064633591,401
64,6,15,4,2.07153592789975,346
65,30,8,6,12.8244421805686,249
66,36,32,33,-28.0141230688024,253
67,26,5,32,-19.69865190338605,528
68,13,3,11,3.09399466413857,279
69,35,8,7,-23.5710285265383,210
70,6,37,32,-5.83446529642122,344
71,36,1,33,-3.00034684331904,493
72,23,5,5,-6.997925935452925,99
73,36,28,24,-2.94557952021361,256
74,28,30,21,12.9933608769285,132
75,25,23,14,11.533220572698594,244
76,23,4,32,13.283625811946202,372
77,17,3,13,-4.74253629965546,65
78,19,30,27,17.121672969005097,26
79,22,30,5,-4.13968420442219,170
80,26,21,3,-9.324985783328945,240
81,21,20,28,3.130991695118865,504
82,9,12,2,-10.61663501085301,176
83,22,19,12,-40.7820060355529,159
84,1,8,22,-6.84381881179455,108
85,2,8,28,18.243795255393103,482
86,13,14,7,5.70205392366742,280
87,35,34,10,4.79787470575687,406
88,9,29,4,-11.4998065458308,396
89,22,7,25,-23.8903645144592,480
90,7,10,1,-17.3395512602036,304
91,9,7,10,-39.0556208850846,184
92,28,7,5,-26.1270616177048,137
93,19,5,1,-11.9431847728869,16
94,18,19,6,-10.8883687487842,72
95,25,3,6,6.81597803919789,246
96,15,7,15,-32.4451624625691,299
97,9,27,6,-4.20223732373624,394
98,35,33,32,-10.9521863901758,230
99,25,24,9,9.17214700854584,245
100,10,4,32,7.054369269097505,70
101,17,8,9,-24.94346464129,55
102,10,37,24,13.7967698189336,69
103,34,12,22,-3.901234419214985,140
104,9,25,9,-10.355345644971116,182
105,35,14,8,-12.1718487956617,565
106,34,20,30,-4.22094012703543,141
107,5,30,19,-9.699945412973726,451
108,35,21,18,-30.1688291007716,228
109,7,29,3,-31.7035501710098,311
110,9,24,10,-7.652010539158056,181
111,36,33,22,-16.8661949466023,575
112,32,14,5,-6.81216443192117,96
113,19,29,9,9.15242749637977,27
114,36,4,14,-4.838565923220726,421
115,1,10,7,-12.8556706798357,110
116,23,37,24,1.49791026008718,104
117,15,21,9,8.70720583934763,300
118,35,23,23,-7.68491009015197,216
119,25,23,4,6.54393830259192,244
120,31,24,4,-11.8404360419468,441
121,33,26,7,-3.523929070939675,332
122,9,14,25,-14.1384833220207,183
123,15,7,1,-65.40900404564769,299
124,3,30,15,5.92010542027017,285
125,37,14,4,-8.67712804492171,269
126,19,8,14,4.85110996863828,17
127,17,34,3,-9.0246142975967,360
128,28,11,7,-15.078251602736,129
129,15,7,3,-29.823158204612,299
130,30,20,24,11.153813366787,413
131,23,29,8,6.466021057117225,103
132,34,15,14,8.712214767782205,385
133,7,37,28,-7.69543562482051,312
134,11,8,29,4.22646601130119,154
135,36,37,26,-11.73028831643318,420
136,17,20,15,-40.9718272441567,57
137,34,5,10,-16.0367619321933,381
138,30,27,17,13.2733374456657,250
139,12,5,30,-30.5472209103268,36
140,3,30,25,6.439512462922915,285
141,28,23,23,3.72758017804523,379
142,18,10,21,-15.6642532383519,75
143,12,10,24,-5.9178774755947,37
144,18,29,13,-8.487778280986134,82
145,36,34,22,-9.17463106622175,257
146,24,21,19,8.2510591200221,403
147,35,4,21,-14.767529992862,410
148,18,27,6,-2.8177307612496296,78
149,9,25,14,-11.6266079093768,182
150,19,10,33,-4.1718166879648,19
151,22,14,2,-44.6326444215023,172
152,24,4,25,11.354200724149,401
153,17,27,22,-36.7622099380824,59
154,13,5,4,-43.202531526310295,270
155,36,25,24,8.13430886378198,573
156,9,8,4,-14.8923845477303,393
157,26,21,2,-11.4565743382817,240
158,3,21,8,3.16108928819863,538
159,17,3,25,-16.1163537650078,65
160,2,34,5,-14.1723553172388,190
161,22,29,11,-13.8637409538739,171
162,34,28,22,2.9173041213108,145
163,37,20,27,-7.27686626429192,267
164,7,8,9,-25.7456893257556,302
165,7,27,33,-59.4014565205945,307
166,5,20,4,-45.3318888365224,11
167,25,10,16,9.45709123272606,411
168,25,8,28,-15.1970979715003,241
169,36,33,15,-4.01149916886669,575
170,7,14,1,-32.573674838634204,314
171,36,30,23,8.22014135427612,261
172,6,20,16,-3.411900366585595,339
173,33,10,23,7.112113195586479,330
174,9,15,24,-4.879359913812065,397
175,10,20,24,-5.101815653205875,461
176,25,21,8,4.692288323716889,248
177,34,12,16,-5.19930757923666,140
178,0,12,11,-5.98755352542301,450
179,15,11,9,8.26084455026618,430
180,7,11,21,-26.4399312174463,308
181,23,4,10,7.30412310888669,372
182,32,27,4,-2.94517751207811,90
183,2,11,0,14.8202013008011,525
184,7,29,30,-17.3169044394673,311
185,35,23,26,-9.41924326504461,216
186,15,8,3,21.301110072813103,293
187,36,33,6,-6.38843702653958,575
188,33,7,1,-40.8613087225123,337
189,11,3,0,14.2817701616674,478
190,35,13,31,-20.2899489311631,226
191,2,15,24,6.26970925520187,195
192,22,34,1,-10.289402080337585,391
193,19,23,0,12.4615802306055,453
194,5,30,32,-11.8588581739212,451
195,14,29,5,-9.03085932695062,291
196,17,14,33,-11.0665280590166,362
197,6,21,25,9.84855242238379,543
198,26,10,22,3.87873326670534,234
199,32,30,21,14.5565059303533,369
200,2,11,15,-9.121094045330896,525
201,2,12,11,-4.66045569770951,186
202,27,8,3,2.6387378883506747,120
203,17,6,18,-32.949515623100595,66
204,23,27,28,10.108408024448703,471
205,35,16,6,-3.88546864216008,212
206,11,3,1,5.23228738793123,478
207,1,14,2,4.0231404003525295,116
208,28,11,25,-20.4676590806501,129
209,19,12,26,-13.3603893404671,18
210,3,21,14,-2.09035228349114,538
211,36,30,6,4.733003074138165,261
