,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,33,20,16,-4.29144485316203,446
1,7,12,3,-50.87730511782155,303
2,32,27,13,-10.105014608202396,90
3,16,29,1,-14.8323530531927,50
4,2,15,33,2.6523974225368896,195
5,15,29,10,-5.440353922585761,297
6,9,26,24,-2.1744521000933954,395
7,15,37,16,-8.04685761704241,501
8,1,3,6,8.99565229194695,562
9,22,3,7,-22.8091432067427,521
10,27,21,16,-1.87111801897209,517
11,28,7,30,-8.33662517212202,137
12,36,10,13,7.367639402421185,251
13,12,20,14,-7.908188850236209,38
14,36,15,11,8.861206171694105,264
15,33,12,3,-3.91326657097758,329
16,34,11,31,11.7397741921801,518
17,23,8,12,7.9375245776009,100
18,15,11,27,16.1377538592673,430
19,33,25,24,-3.17547385726242,540
20,32,25,7,-23.5059248676523,94
21,25,21,15,-5.39449458824992,248
22,7,8,12,-16.8289924211602,302
23,34,5,12,-6.91962520824184,381
24,35,2,3,5.924008296196416,221
25,18,10,15,-11.0483301521011,75
26,13,5,24,-11.598122071309977,270
27,13,15,4,6.22992620329576,281
28,19,25,24,7.1959321643983305,25
29,6,5,22,-46.9128933332326,338
30,22,12,20,-18.3598930124491,161
31,34,28,17,3.634023378825425,145
32,13,25,13,-6.3654914621129794,277
33,5,29,3,-20.4603737540976,12
34,1,6,8,5.841545864941921,119
35,15,21,27,-13.2375405745717,300
36,37,14,25,2.70347820432898,269
37,25,26,33,-18.2365358988984,552
38,16,14,22,-9.150696817168637,51
39,34,1,16,-0.7785358841337905,143
40,30,14,29,9.89695862110992,490
41,26,10,5,8.617478789783359,234
42,10,27,7,-12.1801136444083,462
43,22,19,33,-59.4960859672839,159
44,25,4,7,-15.939701772883598,572
45,35,12,9,-29.6025224769946,211
46,17,8,27,-32.964023187098405,55
47,10,30,27,13.3114592775705,463
48,31,25,1,-27.0948197519965,325
49,18,30,21,-16.5964597668316,81
50,22,7,1,-7.5073075195724,480
51,2,30,33,6.09859088881369,192
52,15,21,26,-5.60504938166288,300
53,13,12,17,-7.63268013383585,271
54,13,10,22,-5.71006018874955,272
55,24,12,15,-8.402608210694144,200
56,18,27,3,-20.9659200573002,78
57,32,34,9,-8.683341147823299,91
58,35,28,23,-6.920766659448731,218
59,17,23,10,-16.0768088266092,58
60,32,30,11,6.15776481891701,369
61,36,10,29,8.284612829025626,251
62,32,14,6,-9.273658275084925,96
63,36,17,27,-10.30407197310502,417
64,5,27,27,-31.0892446751935,511
65,15,11,6,14.6787748836697,430
66,13,15,33,-8.51021379820262,281
67,36,15,32,-18.8550963947711,264
68,15,25,11,4.047056448923545,432
69,36,27,7,-11.8129134009626,255
70,5,20,7,-50.1422440916945,11
71,13,7,33,-50.4178786703189,282
72,34,33,5,-2.88972622618846,152
73,15,3,24,21.7819611690973,433
74,9,11,21,-9.66220741282483,180
75,36,17,14,-20.3484115259649,417
76,34,20,32,-7.60584087235787,141
77,10,4,13,10.470141102705789,70
78,17,23,27,-32.9756962038142,58
79,2,30,5,4.60196030917152,192
80,13,5,3,-37.79943298558951,270
81,33,20,28,-41.8362144583388,446
82,24,29,2,7.37901898955181,205
83,2,24,12,6.979618799793609,399
84,9,27,22,-5.69149188223839,394
85,35,20,28,-56.3497313921138,214
86,33,25,7,-21.8005792295539,540
87,36,11,10,6.25474002914301,258
88,35,10,4,-13.9917214230066,213
89,31,5,25,-30.8389474762593,318
90,15,37,1,-6.38939473270804,501
91,26,21,10,15.1838276156228,240
92,9,23,5,-6.36034936670623,522
93,19,4,1,5.69201359251684,29
94,27,4,6,3.96990629924748,123
95,15,10,6,8.61529605409417,429
96,5,27,22,-38.3063349380824,511
97,35,33,6,-18.65911217291,230
98,36,14,32,-4.10805019608334,533
99,30,4,9,11.2667395800302,414
100,20,29,32,-70.4655790007026,85
101,17,27,9,-16.731388842254397,59
102,1,26,24,5.51597889741897,473
103,2,26,22,7.155221087476194,191
104,2,15,9,7.44693279083482,195
105,25,20,8,-7.44366192989173,243
106,34,11,30,7.03745388244524,518
107,12,4,19,-7.442900084002085,41
108,36,16,18,2.98275907393068,416
109,0,14,15,-9.8195721574313,8
110,26,10,10,-3.4345212483835104,234
111,31,24,22,-27.137626808723702,441
112,34,3,5,11.821786149096,150
113,8,4,9,6.404027506279785,34
114,3,5,14,-3.08582125987674,535
115,22,20,7,-22.7971862683907,163
116,34,3,24,17.8793663824258,150
117,7,27,9,-26.386353660085803,307
118,36,28,23,1.91776427918482,256
119,8,29,27,-10.0445511413297,352
120,9,19,4,-10.8588779780254,175
121,16,10,5,-9.992976725618895,46
122,33,23,25,-11.72146531712811,506
123,15,11,1,16.385798931845798,430
124,6,14,15,-5.751283233867104,345
125,7,8,4,-81.72296844223695,302
126,19,4,14,4.8845308160951095,29
127,1,8,3,6.1930249252175,108
128,9,12,7,-5.055862412606255,176
129,6,27,3,-2.01084973135301,508
130,4,29,24,-4.79504057633132,289
131,1,25,8,8.004827135051201,114
132,11,24,14,6.484341254436849,388
133,31,25,28,-15.96839556382065,325
134,9,30,29,-3.95013473790298,481
135,3,21,26,4.18032839819693,538
136,1,19,15,7.6822380389913905,107
137,9,30,10,-6.64369616218785,481
138,15,10,17,-13.3737272181402,429
139,8,4,30,6.26607208976913,34
140,15,23,25,-6.21234813487224,499
141,9,8,23,-9.2528648281833,393
142,1,3,21,8.510315288213775,562
143,18,26,24,-13.8687124930049,80
144,32,20,13,-5.055629267803925,89
145,21,8,22,3.8677357436481694,503
146,25,8,19,6.57466281282943,241
147,19,3,28,4.80117046628278,454
148,28,20,6,-5.9804301728968,127
149,24,8,14,12.5026853667211,199
150,16,15,33,6.002933192016325,358
151,2,3,2,7.23131198829065,483
152,35,24,25,-10.484840878500506,222
153,23,21,22,3.37611791727164,373
154,7,12,4,-50.9090017011723,303
155,7,12,24,-27.3944758428743,303
156,2,6,4,-1.778697929925405,197
157,36,17,2,-5.161564795420315,417
158,15,21,8,-13.6152935542116,300
159,32,34,25,-23.9946989784689,91
160,35,3,5,-26.8303503915858,550
161,9,29,11,-6.479489537634789,396
162,2,6,22,5.268713803650455,197
163,15,7,27,-19.6355259915255,299
164,7,11,9,-72.64765804636849,308
165,33,27,33,-9.92030725670449,331
166,12,10,4,-55.29624464049125,37
167,36,9,16,-4.660414779723546,419
168,36,9,28,-12.9254724733956,419
169,33,3,15,-6.62914168634127,448
170,7,37,1,-31.7280275362896,312
171,15,21,23,9.243986258799607,300
172,0,27,14,-6.206421165490911,561
173,8,4,31,-2.41163006565959,34
174,35,13,24,-11.5740319900874,226
175,1,10,24,5.128346959204579,110
176,36,11,8,13.3067698511664,258
177,34,26,16,2.9517434623633,382
178,19,29,11,18.2521426829923,27
179,15,3,9,3.9691238008763503,433
180,17,26,21,-10.818965176380797,361
181,22,24,10,-18.5195318223972,167
182,1,15,4,3.22879474350357,117
183,26,21,0,-7.370258081913574,240
184,33,29,30,-8.600148760954776,334
185,26,23,26,5.482094062209385,236
186,31,7,3,-66.95693829281899,327
187,7,14,6,-46.5470660245162,314
188,6,24,1,7.30673185738513,341
189,9,15,0,-14.4423566575321,397
190,3,8,31,13.4400168366224,536
191,25,10,24,13.0992447591965,411
192,11,26,1,-7.99312072650431,476
193,17,8,0,-35.4551536517139,55
194,16,11,32,2.47466797951525,357
195,7,3,5,-50.6071402007536,313
196,32,10,33,-30.6558300352869,367
197,17,8,25,-52.9310911742886,55
198,4,14,22,2.61763906964478,427
199,34,26,21,11.12615435334822,382
200,25,37,15,-7.29103509916105,530
201,35,19,11,-16.5121089772071,209
202,11,25,3,3.51793304113514,579
203,23,30,18,15.2749067093326,102
204,34,12,28,-3.55568604253475,140
205,36,7,6,-18.4745882446084,265
206,34,21,1,-10.6175678649466,151
207,34,19,2,11.3371343497755,138
208,34,3,25,15.6579637263476,150
209,19,14,26,-10.514788788966792,30
210,15,3,14,6.87669164991341,433
211,7,27,6,-43.951066892899206,307
212,28,26,19,2.61116761412013,130
213,31,34,4,8.4059368870199,322
214,1,5,17,-26.9201885663792,516
215,25,27,4,-7.73966686095147,488
216,31,11,25,-50.9684305999414,323
217,36,30,27,10.362708115227186,261
218,1,29,31,4.48948133975406,115
219,22,25,33,-76.828249692237,169
220,0,27,24,1.633738222164515,561
221,0,29,5,4.59136864252422,510
222,34,37,2,-3.33455369875799,149
223,9,3,5,-7.0720840179115445,547
224,24,3,23,12.3993219861199,207
225,25,20,2,-16.4167750442523,243
226,17,7,22,-4.77422331521814,545
227,6,10,2,-11.5393968455053,507
228,28,8,23,5.489721246115045,376
229,35,6,2,-7.60343036965457,231
230,32,14,18,-10.37157377523979,96
231,21,29,17,16.3082658322251,316
232,19,11,3,5.34505204011414,22
233,17,25,10,-26.2800066538843,62
234,33,10,20,-17.508352467708,330
235,15,27,6,6.760695892876625,500
236,16,3,30,-12.8143678567337,514
237,15,8,26,4.8166313033313095,293
238,15,37,14,2.18206524441578,501
239,33,12,29,-3.4585082628239148,329
240,35,37,12,-10.824645461161396,409
241,7,19,19,-33.3432900063359,301
242,17,25,20,-32.9614876568043,62
243,36,17,3,-17.125540104787,417
244,17,19,6,-34.309040156203494,54
245,22,8,11,-48.4032888722229,160
246,35,6,13,-12.6273622184838,231
247,11,5,27,-13.6510536363239,520
248,0,14,20,-2.9698386248194,8
249,24,5,8,-15.1416580260407,198
250,35,24,3,13.6432015892214,222
251,34,7,33,-13.8575082773788,386
252,6,14,18,-2.54987924902785,345
253,6,8,21,11.2117834991754,570
254,32,30,4,-4.33701916239201,369
255,6,30,21,9.56006059387258,343
256,9,12,17,-5.892454760055765,176
257,31,24,3,-7.25404561380202,441
258,2,5,2,-52.969141105987,523
259,22,25,23,-20.9863071710305,169
260,6,7,18,-69.55649858880889,347
261,16,30,17,13.773724447768,513
262,16,19,26,-10.76044185196312,457
263,22,30,27,-7.219590576303069,170
264,35,33,26,-20.8179648305496,230
265,7,37,16,-15.7218735012,312
266,24,21,5,5.601233192963315,403
267,36,30,21,13.298024335558,261
268,11,30,27,17.8467759782066,477
269,18,27,14,-45.3047109752861,78
270,13,23,14,1.93551206608803,273
271,26,4,24,15.7562159375702,551
272,13,10,25,12.0624413642359,272
273,28,8,19,5.408324436230055,376
274,1,12,29,-4.22088148885567,109
275,13,5,17,-22.1589075916081,270
276,2,3,11,0.8849912355826031,483
277,11,37,33,-3.9661165783641,389
278,32,19,27,-7.788839122545385,87
279,31,15,24,6.97105022793008,326
280,7,19,16,-11.163830170910204,301
281,36,9,31,-16.3970382532471,419
282,22,6,15,-42.1501769422049,173
283,7,23,15,-13.3204701004499,306
284,35,20,18,-50.5518756600134,214
285,16,29,28,7.35988342373852,50
286,18,27,31,-31.84977367408345,78
287,16,14,9,-21.7903141057581,51
288,26,12,0,-49.85885472991,233
289,34,20,4,-2.349244356411895,141
290,19,29,14,3.84777666370087,27
