,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,31,26,16,-2.9627986562325352,324
1,13,12,3,-5.72134768431802,271
2,32,27,13,-10.105014608202396,90
3,12,37,1,-10.6361627419063,40
4,9,25,33,-12.7016741244482,182
5,37,14,10,-5.2189687425267,269
6,11,37,24,5.19717001957479,389
7,15,26,16,-3.97693633695364,431
8,18,26,6,-5.245531881675539,80
9,22,10,7,-9.60304127213278,162
10,34,10,16,14.4812203530072,563
11,27,20,30,-7.00298140551271,121
12,36,10,13,7.367639402421185,251
13,8,4,14,5.73928456042011,34
14,30,8,11,23.5934205710727,249
15,7,12,3,-50.87730511782155,303
16,18,3,31,-32.4696396505246,571
17,23,29,12,4.981298073239451,103
18,15,7,27,-19.6355259915255,299
19,7,8,24,-5.6290406043384,302
20,18,25,7,-18.0895256880289,366
21,2,3,15,-1.79074920256665,483
22,7,11,12,-9.494974209387388,308
23,34,29,12,5.4602440711399005,148
24,9,12,3,-9.06568666197348,176
25,8,20,15,3.392835105767005,32
26,25,37,24,13.5595988584926,530
27,7,5,4,9.987366072106,502
28,31,14,22,4.36661365378072,443
29,4,14,22,2.61763906964478,427
30,27,37,20,-3.435727090137175,122
31,32,14,17,-1.96263738300205,96
32,13,26,13,-26.1137162591951,276
33,33,5,20,-75.695874692237,328
34,18,27,8,-34.5031567617107,78
35,7,12,27,-52.1348316274724,303
36,25,24,25,28.4682982413272,245
37,35,3,33,6.61389424392585,550
38,6,14,15,-5.751283233867104,345
39,11,8,16,8.39868372233483,154
40,30,27,29,5.93161804892641,250
41,26,21,5,10.21227955602408,240
42,17,19,7,-43.4007511044814,54
43,34,25,33,-10.5273231065974,147
44,25,8,7,-12.8950532403169,241
45,35,0,9,-7.748329823420365,208
46,17,24,27,-4.58282931339025,61
47,18,19,27,-24.0667914289659,72
48,7,27,1,-43.72656657430901,307
49,18,24,21,-9.886221458293416,79
50,22,23,1,-22.6533134573633,164
51,9,34,33,-17.2380447292687,179
52,15,27,26,-9.714879437586005,500
53,26,10,17,-12.1728042784009,234
54,24,21,22,-8.66864339457161,403
55,11,37,15,-10.5978118129816,389
56,12,14,3,-5.30956854652442,42
57,32,10,9,-14.4865387784022,367
58,22,25,23,-20.9863071710305,169
59,0,6,10,3.8028476684958097,578
60,18,30,11,-7.704282506603871,81
61,36,17,29,-11.0410255431653,417
62,17,14,6,-7.79858252306063,362
63,36,37,27,-14.0570706783115,420
64,19,8,27,8.953352872620435,17
65,36,26,6,-8.21693103166095,260
66,36,31,33,8.47633864322572,422
67,36,16,32,1.99153571725216,416
68,13,11,11,3.92936717144991,496
69,36,18,7,-20.8843503906835,418
70,26,20,32,-8.03565907474084,235
71,37,29,33,3.80674622805427,268
72,22,20,5,-60.44240594223695,163
73,36,31,24,8.634508650833691,422
74,22,23,21,-47.1211844656951,164
75,36,12,14,-5.74051105479789,492
76,28,20,32,-1.6780997395822852,127
77,18,8,13,-47.4221426066702,73
78,17,14,27,-2.3105975565881,362
79,24,8,5,5.577521000214119,199
80,25,26,3,10.011364805789915,552
81,31,7,28,-18.554893305818705,327
82,2,12,2,-4.992152077104255,186
83,2,3,12,8.19978611523432,483
84,27,8,22,4.00944333365541,120
85,2,6,28,8.599425205316276,197
86,33,11,7,-17.9633347467463,576
87,26,10,10,-3.4345212483835104,234
88,35,6,4,-9.47856258239921,231
89,32,12,25,-18.0339281677184,88
90,13,7,1,-32.5025126766103,282
91,24,30,10,15.4002059407963,204
92,9,26,5,-7.80877850999801,395
93,5,29,1,-4.988145184211286,12
94,18,29,6,12.6730611917582,82
95,36,34,6,7.1555234512476105,257
96,15,21,15,-6.340195811107455,300
97,2,27,6,2.4748502375733,189
98,36,8,32,-7.47818497140733,567
99,25,12,9,-7.438284988111435,242
100,18,29,32,-31.529293344575706,82
101,17,26,9,-7.42523938470196,361
102,18,14,24,-12.3243333245621,466
103,34,11,22,-6.869450195813474,518
104,2,10,9,6.07725853713785,187
105,24,8,8,8.74077860033093,199
106,28,10,30,3.5927813394102603,378
107,33,23,8,-6.8898302188855,506
108,26,27,18,-23.8500962367472,485
109,21,20,3,-3.728032254221745,504
110,2,14,10,-44.175207681107096,194
111,13,12,22,-3.20503912237474,271
112,22,5,5,-10.10035345005378,390
113,8,4,9,6.404027506279785,34
114,13,26,14,-8.535816578068975,276
115,11,37,7,-14.387723208123202,389
116,1,7,24,-17.1482877678374,118
117,7,8,9,-25.7456893257556,302
118,35,18,23,6.128288576114515,548
119,12,30,27,-9.897915806369388,353
120,0,5,27,-16.5976537726885,509
121,16,8,5,-18.8319939112447,44
122,34,5,25,-33.9569576326654,381
123,13,26,1,-24.464458903376,276
124,4,20,15,-4.76340232991387,288
125,7,14,4,-42.1659134576975,314
126,19,3,14,-5.0244809182528,454
127,17,3,3,-35.6018913339249,65
128,22,29,7,-25.929020537146,171
129,7,24,3,-31.9813132575566,309
130,36,11,24,14.0364320017365,258
131,18,8,8,-27.7671921409898,73
132,11,21,14,-5.03961063977848,158
133,31,27,28,2.71570571164118,321
134,9,20,29,-10.5427054273505,178
135,13,14,26,-7.108312193199589,280
136,17,25,15,-16.0254627108407,62
137,34,6,10,5.9859989156517805,153
138,36,9,17,-37.3775790969921,419
