,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,31,7,16,-17.372834698591,327
1,13,5,3,-37.79943298558951,270
2,32,5,13,-45.0142639957413,86
3,19,20,1,-3.659139111206575,20
4,11,12,33,-20.0461373815565,474
5,7,8,10,-32.2478248084429,302
6,2,10,24,6.83500384305764,187
7,15,30,16,18.7765366428509,296
8,23,21,6,8.70209468026269,373
9,28,5,7,-14.6312516027362,125
10,1,5,16,-13.1310031443761,516
11,23,20,30,-7.3502889336553,470
12,26,21,13,-49.8858542627308,240
13,19,3,14,-5.0244809182528,454
14,36,9,11,-2.7783937379620447,419
15,7,8,3,-27.9548333840676,302
16,1,3,31,5.0562320642637,562
17,18,3,12,-16.6740398437822,571
18,13,23,27,5.6749698035623855,273
19,6,26,24,6.93194944883572,342
20,17,19,7,-43.4007511044814,54
21,35,21,15,-10.199414863442094,228
22,14,20,12,-12.5088625339655,290
23,27,37,12,-10.10609911675068,122
24,22,14,3,-35.737551687197296,172
25,16,14,15,-19.0277940508563,51
26,13,30,24,6.99323952546852,278
27,36,3,4,-5.36047129411753,263
28,0,23,24,14.2820891706343,4
29,31,5,22,-79.13709344223699,318
30,34,28,20,4.643068845475235,145
31,27,20,17,-11.50080334570955,121
32,37,14,13,-27.4619105197477,269
33,33,23,20,9.8354928143922,506
34,1,5,8,-33.588723675445806,516
35,13,30,27,6.786057392638655,278
36,13,5,25,-20.4178448302943,270
37,2,30,33,6.09859088881369,192
38,8,14,22,4.24573092164105,35
39,28,5,16,-26.2393665574199,125
40,35,33,29,-27.2083997777327,230
41,24,8,5,5.577521000214119,199
42,0,5,7,-13.0278298097626,509
43,23,21,33,7.371959059745976,373
44,2,3,7,10.09371140094869,483
45,9,6,9,-13.8550461420641,398
46,12,27,27,-4.419926281866525,39
47,16,7,27,-19.2927606077763,52
48,15,26,1,-16.9254513048473,431
49,6,4,33,10.613305692492,560
50,34,33,1,-4.26250276648664,152
51,34,7,33,-13.8575082773788,386
52,15,12,26,-15.7367200900592,294
53,30,14,17,12.2928196047025,490
54,36,19,22,-34.885840999088,491
55,9,11,15,-10.169023844336891,180
56,12,29,3,-3.00911530762326,354
57,10,4,9,7.06231917660301,70
58,2,24,23,11.8799765398167,399
59,10,20,10,-4.41648154657151,461
60,32,5,11,-48.8060205767766,86
61,26,37,29,-9.15480351393405,486
62,32,20,6,-2.4020792517652296,89
63,35,20,27,-3.245707584497075,214
64,9,30,4,-12.2840269572784,481
65,37,29,6,12.6148443441115,268
66,26,23,33,5.7568108558749405,236
67,35,6,32,-6.71083073498728,231
68,15,27,11,7.9654373377997505,500
69,24,3,7,-11.22172758781382,207
70,6,25,32,-3.18622770040599,558
71,26,3,33,4.97994341457051,239
72,1,7,5,-41.3677308241455,118
73,7,10,24,12.8184648321388,304
74,23,5,21,-22.8155757342799,99
75,30,14,14,9.7648486725086,490
76,1,5,32,-31.61694136715245,516
77,10,29,13,14.2546138929306,68
78,16,19,27,-7.804836356500379,457
79,9,5,5,-16.4738496372684,174
80,25,12,3,-16.5312673309094,242
81,15,23,28,7.0903717076822,499
82,24,12,2,-6.88566735965353,200
83,22,30,12,-4.412585326095535,170
84,11,23,22,-10.5307457660235,387
85,22,23,28,-81.88482636519521,164
86,3,20,7,-5.756357458121455,284
87,36,4,10,6.731317986838359,421
88,2,23,4,-18.0897405326656,524
89,31,5,25,-30.8389474762593,318
90,13,5,1,-7.21931118050999,270
91,25,3,10,-2.05565882732396,246
92,11,5,5,-22.487716539786,520
93,33,3,9,-6.02943999186,448
94,1,10,6,8.46712155055723,110
95,36,7,6,-18.4745882446084,265
96,6,24,15,5.790919818338555,341
97,35,19,6,-23.880091417332103,209
98,35,33,32,-10.9521863901758,230
99,35,20,9,-21.61024861525729,214
100,17,15,32,-28.9902895617301,363
101,16,34,9,-10.40323875099471,48
102,1,8,24,4.6040454471535845,108
103,9,27,22,-5.69149188223839,394
104,9,19,9,-8.241696419155911,175
105,35,33,8,-21.5209402864936,230
106,23,14,30,19.0956615418457,106
107,19,37,19,-4.40703574943808,28
108,35,21,18,-30.1688291007716,228
109,31,10,3,-7.20917410753474,319
110,25,12,10,-3.34327668134252,242
111,7,19,22,-3.91786880318883,301
112,1,24,5,13.282341549683125,113
113,0,30,9,2.238868068173435,350
114,37,29,14,-5.66553093026286,268
115,23,30,7,9.992050140742904,102
116,34,4,24,4.65188357544875,519
117,13,3,9,-13.8496168387354,279
118,25,37,23,-5.7963357009609,530
