,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,31,23,16,-4.5681355074955,440
1,36,37,3,-3.48857046910739,420
2,20,29,13,-1.5594671307831849,85
3,19,30,1,9.43658173887369,26
4,9,11,33,-8.22089496590091,180
5,13,23,10,2.20171389701588,273
6,11,5,24,11.8095016600609,520
7,14,29,16,3.54411394805586,291
8,18,30,6,11.528472668160806,81
9,1,15,7,-9.253529430105363,117
10,1,10,16,2.6470299301738853,110
11,23,14,30,19.0956615418457,106
12,36,23,13,9.173399217858414,254
13,19,27,14,-7.0068007804100105,21
14,36,11,11,12.4062892833165,258
15,15,27,3,2.73587437991419,500
16,32,19,31,3.95990628670115,87
17,18,6,12,-3.787664166619385,84
18,15,8,27,4.820303571850395,293
19,15,29,24,12.2093132964817,297
20,17,20,7,-56.6348290950018,57
21,24,8,15,8.37760900406603,199
22,15,8,12,8.622541209494141,293
23,27,4,12,-4.725640981387885,123
24,9,5,3,-42.0875543241889,174
25,19,26,15,7.557547990228,24
26,25,10,24,13.0992447591965,411
27,36,21,4,6.74112286582872,266
28,33,5,22,-37.90140249360775,328
29,15,10,22,8.606067811004685,429
30,34,30,20,15.4280103049676,383
31,32,34,17,-13.4025935990109,91
32,13,3,13,-9.95399035703698,279
33,33,11,20,4.794208946960215,576
34,1,11,8,5.1425844191648,472
35,15,27,27,7.03598734475811,500
36,13,14,25,7.794784691613479,280
37,35,13,33,-14.9126667870546,226
38,0,23,22,6.46406344699241,4
39,28,12,16,-3.173670896565395,377
40,25,30,29,-16.2269600786154,412
41,35,9,5,-18.1864751545558,220
42,5,8,7,-43.83344499470865,10
43,34,19,33,7.040639601843836,138
44,2,14,7,-13.9652914663032,194
45,24,12,9,2.09870732133714,200
46,12,30,27,-9.897915806369388,353
47,17,8,27,-32.964023187098405,55
48,7,19,1,-62.8026157657939,301
49,12,10,21,-7.68152117853143,37
50,22,8,1,-9.93468916408991,160
51,9,20,33,-14.5242037583421,178
52,7,25,26,-16.795871945487548,310
53,35,2,17,-23.6692836343184,221
54,35,26,22,-10.1666164596856,223
55,11,21,15,-3.09148366001944,158
56,12,37,3,-3.89435260368571,40
57,32,10,9,-14.4865387784022,367
58,22,3,23,-25.009803868486102,521
59,5,27,10,-31.919198769729903,511
60,32,5,11,-48.8060205767766,86
61,30,29,29,4.27926151633741,531
62,17,14,6,-7.79858252306063,362
63,30,14,27,16.9412116579107,490
64,36,32,4,-11.9326831341644,253
65,36,28,6,-2.27447483241624,256
66,36,13,33,-3.16339551379646,262
