,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,7,37,16,-15.7218735012,312
1,7,20,3,-45.1862198336006,305
2,18,29,13,-8.487778280986134,82
3,19,5,1,-11.9431847728869,16
4,22,29,33,-14.7299664871379,171
5,7,27,10,-27.02236907042,307
6,9,6,24,-4.5141920027585805,398
7,3,30,16,5.23465223120882,285
8,1,15,6,4.091010768599125,117
9,34,3,7,9.33506069616628,150
10,1,7,16,-13.0393027255536,118
11,32,30,30,7.06246546829679,369
12,26,3,13,4.170426987790365,239
13,19,12,14,-4.37425443960521,18
14,3,30,11,6.006088067381279,285
15,33,3,3,-4.11559810317339,448
16,27,4,31,7.654206904606216,123
17,18,15,12,-7.92338436793486,83
18,14,29,27,8.16119090270986,291
19,6,30,24,15.9568752893935,343
20,18,8,7,-48.2034762447086,73
21,25,29,15,-5.80574723108312,489
22,15,26,12,5.659676777929921,431
23,1,3,12,6.5086386553062106,562
24,35,26,3,7.4762648782665,223
25,18,20,15,-19.3295995825354,76
26,13,34,24,4.62676857085162,275
27,13,7,4,-44.2342725912265,282
28,5,20,24,5.09893330464869,11
29,31,30,22,-6.07616598693762,442
30,22,14,20,-19.4629532066641,172
31,28,5,17,-23.395426596797,125
32,36,7,13,-12.4558565070622,265
33,5,37,3,-18.3049411224479,13
34,1,25,8,8.004827135051201,114
35,15,10,27,13.3827946497902,429
36,36,15,25,5.03390750877576,264
37,35,12,33,-18.5486587463787,211
38,16,30,22,6.535723675005685,513
39,34,20,16,-2.83601684163645,141
40,26,3,29,-3.17732805155569,239
41,35,37,5,-8.29826817756286,409
42,12,29,7,-1.18172003525161,354
43,28,27,33,0.6171689326198775,128
44,35,22,7,-5.59528653487452,219
45,9,7,9,-45.6692543658796,184
46,16,14,27,-20.843411339334303,51
47,17,26,27,-9.536723043401205,361
48,14,20,1,-17.196170089107202,290
49,12,10,21,-7.68152117853143,37
50,34,7,1,-12.8657699993174,386
51,22,26,33,-22.2026341703381,168
52,7,27,26,-13.274897970531,307
