,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,31,25,16,-3.1908861920932,325
1,15,27,3,2.73587437991419,500
2,32,5,13,-45.0142639957413,86
3,16,34,1,-13.3253193071863,48
4,9,6,33,-9.81418415745379,398
5,7,23,10,-18.4653154374134,306
6,2,26,24,7.663565498427269,191
7,15,30,16,18.7765366428509,296
8,28,20,6,-5.9804301728968,127
9,34,29,7,3.93518815830362,148
10,28,8,16,7.05850699648459,376
11,34,20,30,-4.22094012703543,141
12,25,3,13,3.53870612550817,246
13,19,4,14,4.8845308160951095,29
14,13,29,11,-9.55118511836036,555
15,31,3,3,-7.901202204343985,505
16,28,5,31,-29.2901473037578,125
17,23,10,12,7.6637383928155955,101
18,15,24,27,14.7872564737084,295
19,6,23,24,8.620840347198186,340
20,17,3,7,-34.0708762751985,65
21,25,8,15,-4.76243142934581,241
22,15,25,12,4.38830250759106,432
23,28,24,12,2.60917091781916,380
24,2,3,3,7.819513075213646,483
25,10,30,15,12.2999165189834,463
26,13,24,24,7.4029777437035555,424
27,13,26,4,-5.7060447736383,276
28,19,21,24,5.57203372603101,31
29,6,10,22,-5.749897931721639,507
30,22,24,20,-15.7864576772388,167
31,28,10,17,-15.9258709623221,378
32,13,34,13,-40.9120653781666,275
33,5,37,3,-18.3049411224479,13
34,1,5,8,-33.588723675445806,516
35,7,19,27,-32.7880827690236,301
36,36,12,25,10.06379902200622,492
37,35,6,33,5.03437186880104,231
38,16,7,22,-11.8768915504835,52
39,34,27,16,9.79377993153382,144
40,30,14,29,9.89695862110992,490
41,35,15,5,-12.4133639827415,484
42,5,21,7,-35.9988334758488,15
43,34,7,33,-13.8575082773788,386
44,35,28,7,-9.55154686910179,218
45,35,12,9,-29.6025224769946,211
46,17,12,27,-50.1349861714748,56
47,10,8,27,9.42033480643467,67
48,31,27,1,-3.33245023392423,321
49,17,12,21,-65.73806219223695,56
50,9,19,1,-5.50221123531988,175
51,9,14,33,-3.17452930444043,183
52,7,8,26,-6.3428556032503,302
53,36,12,17,-14.9622104273944,492
54,13,30,22,3.20787194086253,278
55,2,12,15,-3.1107980903375703,186
56,10,8,3,11.6414906325117,67
57,32,25,9,-19.5970456170959,94
58,35,27,23,-23.65214717779555,405
59,17,24,10,-8.21589528071079,61
60,32,29,11,-16.7728254395443,95
61,36,34,29,6.00877453004559,257
62,23,4,6,8.41013989326793,372
63,36,19,27,4.84577324227106,491
64,0,30,27,9.455931660192215,350
65,15,11,6,14.6787748836697,430
66,37,29,33,3.80674622805427,268
67,25,3,32,7.50910475724344,246
68,7,30,11,6.841180371971715,436
69,26,5,7,-28.1570612388363,528
70,17,8,32,-35.183768895293,55
71,37,14,33,-3.9953682195357496,269
72,34,25,5,6.88228869040023,147
73,7,19,24,-22.731814959023,301
74,34,15,21,12.4302358307242,385
75,36,8,14,5.9318496368623705,567
76,1,14,32,-72.07027976951491,116
77,10,4,13,10.470141102705789,70
78,17,27,27,-33.65980717519351,59
79,2,20,5,-2.64038300183195,188
80,36,37,3,-3.48857046910739,420
81,7,12,28,-24.0075252491389,303
82,24,21,2,-8.532033060307,403
83,9,34,12,-8.06693855697098,179
84,9,11,22,-24.8078176506006,180
85,2,19,28,10.504224323679004,185
86,31,20,7,-5.756724393510865,320
87,13,5,10,-58.75484344223695,270
88,35,8,4,-34.2451823536026,210
89,9,10,25,-24.2270759197335,177
90,15,30,1,8.69070792667523,296
91,30,27,10,8.400314890879152,250
92,9,19,5,-8.27645801902605,175
93,5,29,1,-4.988145184211286,12
94,28,3,6,-1.98396094249219,134
95,15,23,6,6.20528676567456,499
96,0,30,22,6.1057642952515,350
97,25,8,6,5.7150777227921,241
98,25,37,32,3.053229667424235,530
99,25,8,9,-3.95988529785423,241
100,18,23,32,-24.1064230283326,77
101,17,25,9,-7.37121656968193,62
102,27,37,24,5.64173559829552,122
103,2,14,22,-22.243110972526,194
104,2,30,9,11.412986367872984,192
105,26,8,8,-10.8560211485165,232
106,34,25,30,-5.37927364547741,147
107,8,29,19,6.8193047216954,352
108,26,8,18,-20.3418432468852,232
109,6,30,3,6.44313980926087,343
110,25,20,10,-5.36526476210161,243
111,31,25,22,-5.6366991127472055,325
112,34,8,5,15.300351435673,139
113,8,37,9,3.35368901573823,33
114,13,11,14,1.128677527716635,496
115,34,5,7,-24.9163264079449,381
116,11,26,24,9.1763577018612,476
117,15,3,9,3.9691238008763503,433
118,36,28,23,1.91776427918482,256
119,19,11,27,9.09142627256576,22
120,32,26,4,-7.76807261054765,93
121,19,25,5,-9.412673877983094,25
122,36,22,25,-20.4677504793652,259
123,15,10,1,7.64211820134613,429
124,6,19,15,3.73576453509507,569
125,15,19,4,-5.97755813357951,292
126,19,29,14,3.84777666370087,27
127,32,34,3,-3.40206217939197,91
128,11,8,7,-23.323378421745403,154
129,33,27,3,-3.27322400044565,331
130,15,10,24,16.600875626525,429
131,23,4,8,9.3032915967749,372
132,11,29,14,-3.60997569647316,564
133,15,29,28,17.7830648179294,297
134,22,27,29,-4.57088617204249,165
135,14,29,26,-8.72170996103686,291
136,32,15,15,-5.31358053004217,97
137,9,6,10,-10.33096968054002,398
138,13,14,17,3.25825126800306,280
139,12,27,30,-12.0023854084065,39
140,3,30,25,6.439512462922915,285
141,9,5,23,-6.72889795339924,174
142,32,24,21,7.734684602187359,469
143,18,29,24,-10.3899353650345,82
144,20,29,13,-1.5594671307831849,85
145,31,5,22,-79.13709344223699,318
146,35,24,19,-8.87076094479885,222
147,7,37,21,-35.426313220829,312
148,34,8,6,-7.09498619739811,139
149,2,8,14,3.74953678614652,482
150,16,14,33,-19.0298534871962,51
151,24,27,2,-6.47925191469942,203
152,35,8,25,-15.873460956721,210
153,1,8,22,-6.84381881179455,108
154,15,8,4,11.7034789869987,293
155,7,26,24,7.21341145602446,435
156,2,34,4,-14.8054670329674,190
157,30,27,2,7.232679677539719,250
158,15,14,8,-17.7307078862709,298
159,17,6,25,-41.7607439095933,66
160,35,37,5,-8.29826817756286,409
161,2,3,11,0.8849912355826031,483
162,24,8,22,-15.2107703961403,199
163,15,7,27,-19.6355259915255,299
164,15,4,9,12.3167918796853,434
165,31,27,33,-20.4475732631914,321
166,19,4,4,-3.7411726131880494,29
167,36,28,16,9.708502322411114,256
168,35,21,28,-23.358001625686,228
169,33,12,15,-6.17093818638042,329
170,7,3,1,-12.4980134053537,313
171,15,30,23,18.2652896794655,296
172,0,19,14,-4.9570788747000805,0
173,5,8,31,-22.0399307196594,10
174,26,24,24,15.3211725837561,237
175,1,7,24,-17.1482877678374,118
176,36,32,8,-20.3684944831881,253
177,34,25,16,19.8280099211746,147
178,19,23,11,5.92259033561248,453
179,15,5,9,-10.24364734146062,428
180,31,19,21,-13.8400959365072,556
181,22,11,10,-22.27955467710749,166
182,1,24,4,12.388055596037,113
183,26,24,0,7.09719348433962,237
184,33,25,30,-3.43268166790098,540
185,25,10,26,-51.7997816658518,411
186,31,25,3,-6.831303437434665,325
187,31,5,6,-24.6293948512284,318
188,6,20,1,-4.83299132972112,339
189,22,7,0,-13.04381744743635,480
190,36,3,31,-11.633321161351985,263
191,25,14,24,5.06686308921893,247
192,11,30,1,7.84147685259526,477
193,12,21,0,4.5160983543923,43
194,5,4,32,-28.2092557672255,14
195,7,3,5,-50.6071402007536,313
196,18,6,33,-22.8320595723732,84
197,5,14,25,-44.6901837713462,452
198,15,10,22,8.606067811004685,429
199,28,5,21,-28.0041002393664,125
200,26,14,15,-9.048244737213984,487
201,35,25,11,-7.985199137003029,224
202,34,4,3,9.43728351439093,519
203,18,11,18,8.650993349796845,365
204,1,10,28,7.72750118735904,110
205,36,3,6,5.28137227296635,263
206,34,33,1,-4.26250276648664,152
207,34,1,2,3.8769445968684497,143
208,34,25,25,7.75113561955547,147
209,12,30,26,5.468803449778861,353
210,15,27,14,-9.311792034465324,500
211,7,30,6,-22.63600519131295,436
212,1,11,19,9.32755377057919,472
213,7,3,4,-81.7298746922369,313
214,18,3,17,-18.0986915440647,571
215,25,10,4,-5.053744326046189,411
216,7,26,25,20.0396500110453,435
217,36,24,27,7.1998307588385,495
218,23,10,31,9.014616595048054,101
219,11,26,33,4.39887760090102,476
220,0,34,24,8.00232997826882,5
221,33,24,7,7.8163555266401,447
222,11,5,2,-20.998489517946297,520
223,9,26,5,-7.80877850999801,395
224,24,10,23,8.57165864740278,201
225,26,37,2,-5.3461524178583,486
226,17,15,22,-25.5277996217269,363
227,6,10,2,-11.5393968455053,507
228,1,30,23,5.28458203578432,375
229,35,4,2,-9.861638340734,410
230,10,29,18,4.70245012910212,68
231,7,19,17,-14.1597991622818,301
232,19,27,3,-4.45816885784095,21
233,17,6,10,-20.1044968249665,66
234,33,23,20,9.8354928143922,506
235,15,27,6,6.760695892876625,500
236,17,8,30,-35.9727723317319,55
237,15,11,26,17.8191923865487,430
238,15,23,14,6.36702743521173,499
239,33,7,29,-4.3548892295336845,337
240,24,3,12,9.64213153780077,207
241,3,27,19,-7.91318723630252,498
242,10,30,20,7.70713592829746,463
243,25,29,3,-4.817126619682065,489
244,17,25,6,-35.3447530596278,62
245,9,5,11,-38.666899824155294,174
246,35,24,13,-11.9088119676592,222
247,34,7,27,-18.6109999161747,386
248,5,4,20,-72.31931159569231,14
249,2,15,8,-21.1524508418716,195
250,2,14,3,-15.7202420741963,194
251,34,23,33,4.68586866388178,142
252,33,20,18,-3.46259737830472,446
253,7,5,21,6.37638230055878,502
254,6,25,4,-6.57282473224091,558
255,7,12,21,-61.8699059422369,303
256,22,8,17,-23.1113500637405,160
257,21,20,3,-3.728032254221745,504
258,2,23,2,-11.345838181098024,524
259,22,8,23,-9.033121154313054,160
260,33,26,18,-31.8038726901907,332
261,5,30,17,-9.710087391697924,451
262,16,30,26,7.090506931488245,513
263,22,34,27,-17.3591243256828,391
264,26,37,26,2.60715678951755,486
265,7,23,16,-16.4595035574065,306
266,24,3,5,7.3819241771267,207
267,26,14,21,9.94976874601471,487
268,11,23,27,5.92554859103761,387
269,18,19,14,-33.0884824920197,72
270,36,15,14,4.53642829437821,264
271,25,26,24,12.2568903795458,552
272,36,27,25,-7.59240860819565,255
273,1,12,19,-10.03345510969259,109
274,32,10,29,-6.9049555388186,367
275,36,19,17,-9.0681834243865,491
276,35,20,11,-62.1876754447477,214
277,34,37,33,4.41308393798363,149
278,32,5,27,-42.1870439519416,86
279,33,25,24,-3.17547385726242,540
280,15,4,16,5.1119543731966495,434
281,25,20,31,-4.8700287617816045,243
282,11,23,15,-5.470507355318405,387
283,15,7,15,-32.4451624625691,299
284,2,10,18,5.640478398441241,187
285,0,34,28,7.42291174491575,5
286,17,3,31,-35.1096084005246,65
287,17,8,9,-24.94346464129,55
288,35,15,0,-19.521992772903506,484
289,34,12,4,-5.64931261031758,140
290,19,26,14,-15.6314417405508,24
291,18,34,20,-12.3324301943202,364
292,19,27,32,-4.8757172745126,21
293,6,7,33,-57.3847327973435,347
294,34,15,19,12.2913059662385,385
295,23,14,23,3.92352115506546,106
296,3,20,22,-3.7771486991617698,284
297,7,27,9,-26.386353660085803,307
298,23,30,18,15.2749067093326,102
299,18,24,17,9.307453528023863,79
300,17,30,3,-10.271390573937497,63
301,34,14,19,10.7101129520299,384
302,23,37,32,-5.881287347095265,104
303,28,7,33,-9.714590847974485,137
304,15,23,15,4.58972495752904,499
305,34,5,8,-14.7147137663535,381
306,30,37,18,5.6541470260281095,553
307,10,8,10,6.89006013448693,67
308,31,23,16,-4.5681355074955,440
309,33,12,32,-66.7459579818,329
310,24,8,5,5.577521000214119,199
311,2,12,1,-5.98565566099239,186
312,22,25,25,-25.404517694248906,169
313,22,15,31,-30.2353823796627,392
314,11,21,1,5.542665328695779,158
315,35,22,13,-8.91406865702948,219
316,25,29,24,7.085033364436945,489
317,25,12,14,-5.125247275957349,242
318,15,14,16,-4.94313343971552,298
319,5,37,30,-11.9587039954809,13
320,26,3,10,-12.025420516543,239
321,17,14,23,-9.15919935710776,362
322,23,3,10,7.2977194913431855,105
323,22,11,24,-23.2310606538392,166
324,35,1,18,-14.4457441863363,217
325,1,20,13,-26.5870418039566,111
326,0,5,24,-1.91802174032012,509
327,31,34,22,5.8959163447198,322
328,32,6,16,0.305647485574093,371
329,31,15,10,-6.56460284735207,326
330,1,7,29,-14.907872828760802,118
331,19,23,1,6.75235824207236,453
332,22,23,27,-66.9586028300654,164
333,15,21,30,-8.26721754292096,300
334,2,12,27,-4.83264587122234,186
335,2,19,26,12.191695130826,185
336,19,27,26,-4.75893166472404,21
337,18,14,0,-12.7989893865456,466
338,28,15,21,-30.000355587331,136
339,26,37,24,13.6364420872102,486
340,3,20,4,-4.91932352277419,284
341,18,3,7,-34.9809075251985,571
342,1,15,24,4.265867917385615,117
343,36,28,24,-2.94557952021361,256
344,36,34,10,3.9374872161644703,257
345,17,23,6,-16.5580134655587,58
346,20,29,6,-10.4166478348543,85
