,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair
0,33,5,16,-42.4330420777182,328
1,13,14,3,-2.28899289906709,280
2,32,19,13,12.1604481087081,87
3,16,10,1,-9.652102115634404,46
4,9,25,33,-12.7016741244482,182
5,3,5,10,-39.9705068818238,535
6,22,12,24,-43.2347010130274,161
7,15,37,16,-8.04685761704241,501
8,32,34,6,-22.2077106274724,91
9,1,23,7,3.86631583224301,112
10,27,4,16,5.121615806180465,123
11,28,27,30,2.13672741475399,128
12,25,3,13,3.53870612550817,246
13,8,4,14,5.73928456042011,34
14,36,11,11,12.4062892833165,258
15,7,20,3,-45.1862198336006,305
16,27,21,31,8.811346516508065,517
17,18,30,12,12.7162993793922,81
18,4,14,27,8.24956046333836,427
19,7,14,24,-22.1878470296572,314
20,16,23,7,-7.32752257737744,355
21,35,25,15,-5.55832191112154,224
22,7,19,12,-37.3602428769861,301
23,28,5,12,-12.7401065026866,125
24,9,14,3,-5.040250857940389,183
25,16,30,15,7.53379241816548,513
26,30,37,24,13.5194425532449,553
27,3,5,4,-73.7323871288927,535
28,6,26,22,-5.51941312296163,342
29,7,10,22,8.88014757119857,304
30,34,5,20,-18.1696692946973,381
31,1,29,17,15.9827341869516,115
32,13,3,13,-9.95399035703698,279
33,6,5,20,-38.9616693755188,338
34,23,5,8,-31.9346406850884,99
35,15,12,27,-3.669640855585365,294
36,36,0,25,-36.0727421945253,554
37,26,10,33,5.09239061030992,234
38,19,29,22,-31.2999583669313,27
39,34,23,16,8.79443723551853,142
40,26,3,29,-3.17732805155569,239
41,24,27,5,-6.264247145938365,203
42,36,27,32,-11.3511367680623,255
43,34,11,33,2.73021805606734,518
44,2,6,7,10.174367351572505,197
45,35,8,9,-21.2817419684994,210
46,16,26,27,-21.0524320382823,512
47,17,3,27,-3.4933152808855947,65
48,7,29,1,-29.7023298134885,311
49,18,20,21,-36.529787063670994,76
50,22,27,1,-38.4653922792767,165
51,9,34,33,-17.2380447292687,179
52,3,5,26,-15.0203796685242,535
53,26,3,17,-15.3950898104119,239
54,25,10,22,4.41422589775176,411
55,9,10,15,-23.9246493776531,177
56,16,25,3,4.8454369845582,458
57,32,25,9,-19.5970456170959,94
58,24,21,23,8.61626349864922,403
59,19,10,10,1.8471681053476048,19
60,18,25,11,-13.3899837698609,366
61,25,3,29,-20.8502781443018,246
62,10,21,6,3.0487738461161,71
63,36,19,27,4.84577324227106,491
64,0,24,27,5.5758279599334895,349
65,13,6,6,-13.483863172159,283
66,13,23,33,-20.357699635770203,273
67,35,7,32,-9.29032657780694,227
68,15,8,11,9.972977632831714,293
69,35,16,7,-2.94218289434383,212
70,33,3,32,-54.9613981323664,448
71,13,24,33,5.542062933648239,424
72,1,27,5,1.28607062454633,374
73,13,15,24,3.1538899917955048,281
74,11,14,21,11.3416459251094,157
75,36,10,14,3.58222061856464,251
76,32,34,32,-2.87090662061049,91
77,10,37,13,-2.74505053796676,69
78,17,5,27,5.27036339682138,53
79,22,3,5,-55.9814438553226,521
80,30,8,3,17.292623568202202,249
81,31,23,28,6.49424502690758,440
82,2,8,2,8.54814359130036,482
83,9,20,12,-54.3931988264142,178
84,34,28,22,2.9173041213108,145
85,2,30,28,16.2111720784809,192
86,3,5,7,-34.5661882802662,535
87,25,10,10,1.1460737977681197,411
88,35,2,4,-15.1669328265417,221
89,9,10,25,-24.2270759197335,177
90,15,12,1,-6.22560115093519,294
91,35,9,10,-25.4472449091353,220
92,34,30,5,22.1656036260091,383
93,19,24,1,4.07982461825931,23
94,32,29,6,-5.31889563153398,95
95,13,15,6,2.48788939620818,281
96,33,11,15,-14.0323111952208,576
97,35,17,6,4.793215841694895,404
98,35,36,32,2.7257884534038,408
99,25,24,9,9.17214700854584,245
100,17,10,32,-9.32441190449027,359
101,17,14,9,-12.7922650742665,362
102,32,30,24,10.8923600141652,369
103,22,27,22,-39.729280292237,165
104,2,30,9,11.412986367872984,192
105,35,30,8,-4.15440774450491,407
106,28,29,30,9.09087195312894,133
107,19,8,19,12.8737592622992,17
108,35,4,18,-37.9657552002853,410
109,31,24,3,-7.25404561380202,441
110,35,0,10,-7.67170969238499,208
111,15,23,22,-5.2950121452824455,499
112,23,3,5,-10.082858244073297,105
113,16,12,9,-14.6005226683587,45
114,13,26,14,-8.535816578068975,276
115,23,20,7,-19.832692463625698,470
116,28,12,24,1.521127876121085,377
117,7,11,9,-72.64765804636849,308
118,25,3,23,4.44529719002418,246
119,19,8,27,8.953352872620435,17
120,23,29,4,12.3059827002601,103
121,6,5,7,-39.3939359486568,338
122,26,24,25,-12.5873286626414,237
123,3,29,1,-3.18407471472655,286
124,31,23,15,5.26897786857905,440
125,7,12,4,-50.9090017011723,303
126,19,4,14,4.8845308160951095,29
127,10,4,3,9.77270976772396,70
128,28,27,7,-3.15825799959197,128
129,7,30,3,-9.370712043278786,436
130,36,30,24,18.5964411649562,261
131,32,14,8,-9.11140228579722,96
132,22,20,14,-5.3186805417568,163
133,21,14,28,6.597595945488806,317
134,11,14,29,6.4972296565897,157
135,36,37,26,-11.73028831643318,420
136,18,23,15,-22.8581163621652,77
137,22,24,10,-18.5195318223972,167
138,36,22,17,-18.3778279404291,259
139,19,14,30,11.442636212363,30
140,13,25,25,11.9315523330534,277
141,22,11,23,-13.7679546332831,166
142,32,7,21,-56.6769684422369,98
143,17,19,24,-59.328802864206494,54
144,20,29,13,-1.5594671307831849,85
145,3,27,22,2.13355883767049,498
146,35,16,19,-9.09091517176398,212
147,0,12,28,-13.6894856400083,450
