,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,5,4,28,-72.88724969223695,14,0
1,6,10,7,-5.94154896455409,507,0
2,36,10,29,8.284612829025626,251,1
3,37,14,27,-6.02813641142251,269,0
4,16,25,33,-27.859557308964902,458,0
5,36,31,18,7.10823076113211,422,1
6,35,6,32,-6.71083073498728,231,0
7,1,5,28,-31.9852569391476,516,0
8,7,24,27,-14.6277410429166,309,0
9,9,10,5,-6.08371678796257,177,0
10,2,29,22,-19.1445562480382,193,0
11,7,25,3,-14.312859097627,310,0
12,31,10,7,-16.7928727797722,319,0
13,36,16,24,13.0446191266754,416,1
14,21,8,11,7.141947736952529,503,1
15,33,5,22,-37.90140249360775,328,0
16,10,21,33,-12.2042051274419,71,0
17,13,29,19,-9.478861658781184,555,0
18,9,10,19,-10.259128678925403,177,0
19,23,27,25,11.177662979134295,471,1
20,19,10,13,6.36325427073484,19,1
21,2,34,4,-14.8054670329674,190,0
22,0,20,18,-5.207654151805155,3,0
23,10,30,32,17.2463708421557,463,1
24,22,20,9,-21.6573130870024,163,0
25,9,6,19,-6.08291779831533,398,0
26,13,34,31,7.0420069922848,275,1
27,17,27,21,-5.127949009182325,59,0
28,17,19,14,-34.830513742019704,54,0
29,15,23,12,9.35898644423959,499,1
30,36,26,16,11.1507924294865,260,1
31,2,3,2,7.23131198829065,483,1
32,22,12,8,-25.462224560551803,161,0
33,36,27,5,-6.32863883777488,255,0
34,31,34,21,-11.4156435559432,322,0
35,31,6,9,9.339841826366287,444,1
36,34,5,21,-5.98921539909712,381,0
37,23,21,26,8.786824049694129,373,1
38,18,20,22,-33.8197392341168,76,0
39,25,30,8,9.32524875683548,412,1
40,9,11,27,-5.685337001194885,180,0
41,7,26,18,17.016562934966398,435,1
42,7,25,7,-6.67799738641978,310,0
43,9,15,20,-6.681450459923925,397,0
44,18,11,21,-18.284404418149,365,0
45,2,24,23,11.8799765398167,399,1
46,1,27,0,5.899005150252495,374,1
47,11,8,25,-22.7406805917717,154,0
48,30,27,2,7.232679677539719,250,1
49,2,11,16,14.3284370478063,525,1
50,16,6,26,-8.85641898111799,459,0
51,17,12,18,-60.72934344223695,56,0
52,2,5,3,-19.5442064147911,523,0
53,33,8,21,13.1691582623564,445,1
54,3,5,12,-22.8023705871199,535,0
55,18,26,26,5.436782979930181,80,1
56,31,3,24,5.9815437485644605,505,1
57,0,5,25,-22.3317375423103,509,0
58,28,20,18,-8.162065480781585,127,0
59,10,8,6,10.8329279490326,67,1
60,33,3,19,-35.2122352899896,448,0
61,28,10,23,6.40857602813535,378,1
62,11,20,25,-27.6295301509789,155,0
63,23,8,16,5.53527679288045,100,1
64,22,12,17,-25.3217042208503,161,0
65,14,20,16,-5.53893520486877,290,0
66,15,5,9,-10.24364734146062,428,0
67,19,12,23,-7.57441564266959,18,0
68,35,12,33,-18.5486587463787,211,0
69,2,11,6,12.3184286446539,525,1
70,25,20,23,-5.3141748404059,243,0
71,2,30,22,9.77042172171701,192,1
72,10,8,2,-24.6739476341032,67,0
73,36,3,27,6.821951146483925,263,1
74,33,10,31,-7.60529428634361,330,0
75,15,7,15,-32.4451624625691,299,0
76,19,26,14,-15.6314417405508,24,0
77,9,26,33,-11.3039698277735,395,0
78,23,10,23,17.0703011046152,101,1
79,34,5,2,-14.476965514889098,381,0
80,18,23,33,-9.988363855350508,77,0
81,17,15,19,-24.521359202971,363,0
82,36,37,26,-11.73028831643318,420,0
83,16,30,30,-27.4934571436497,513,0
84,11,26,1,-7.99312072650431,476,0
85,17,10,0,-13.4840081433664,359,0
86,22,12,19,-16.5970590176363,161,0
87,16,8,20,14.9094455308818,44,1
88,9,12,8,-11.2570594857319,176,0
89,34,10,28,16.9800962093148,563,1
90,6,26,1,-12.3864305207246,342,0
91,16,29,13,13.0365994917337,50,1
92,32,30,25,9.896341850050796,369,1
93,36,20,14,-5.839039288204759,252,0
94,17,29,13,-27.4277562043344,64,0
95,36,31,15,16.5007260091406,422,1
96,34,10,26,-39.3869050397896,563,0
97,22,25,23,-20.9863071710305,169,0
98,27,14,33,-11.7356109073059,124,0
99,36,4,10,6.731317986838359,421,1
100,34,33,19,-8.74490156048247,152,0
101,36,22,12,-27.4025757633855,259,0
102,15,11,0,15.1911816256114,430,1
103,9,26,26,-8.068729568763136,395,0
104,9,15,0,-14.4423566575321,397,0
105,17,19,17,-26.9119195923924,54,0
106,32,5,32,-18.9243548087354,86,0
107,35,19,24,-7.91477165486652,209,0
108,34,8,29,-5.787961559599991,139,0
109,33,26,17,-13.4081162312406,332,0
110,15,7,8,-6.10090839602911,299,0
111,17,15,0,-18.0122436589307,363,0
112,12,27,13,-8.476906194339705,39,0
113,33,8,32,-63.3165175530647,445,0
114,32,27,13,-10.105014608202396,90,0
115,35,4,33,8.47571192816087,410,1
116,15,19,0,-9.38757133219608,292,0
117,9,34,3,-8.61867655941488,179,0
118,11,5,5,-22.487716539786,520,0
119,18,3,7,-34.9809075251985,571,0
120,33,14,13,-12.4953690757513,335,0
121,26,20,32,-8.03565907474084,235,0
122,31,26,18,-24.1847785224052,324,0
123,33,26,2,-21.0356849206622,332,0
124,28,5,8,-15.7987671463277,125,0
125,28,24,33,12.9018960542061,380,1
126,0,24,26,7.21697647884326,349,1
127,9,26,8,-11.4660009597688,395,0
128,7,37,4,-45.760986995095294,312,0
129,35,6,15,-9.251318528227523,231,0
130,15,37,18,-19.3224192215958,501,0
131,33,10,7,-12.3423073088789,330,0
132,34,4,23,-38.4934387911195,519,0
133,18,25,26,-13.5303250716312,366,0
134,36,5,17,-15.8650665493869,532,0
135,16,8,15,8.574591801567099,44,1
136,26,3,18,-6.84321520697382,239,0
137,35,28,12,-7.3288285037452,218,0
138,16,24,9,-5.81062583364454,49,0
139,36,34,24,6.37496655502345,257,1
140,25,30,6,9.981676133408683,412,1
141,31,15,29,-81.83756219223694,326,0
142,3,21,19,-6.633015640110729,538,0
143,36,34,3,12.5541678228064,257,1
144,37,20,17,-5.43147436285536,267,0
145,35,13,15,-40.169322004622046,226,0
146,7,10,24,12.8184648321388,304,1
147,11,26,26,9.6133253586463,476,1
148,2,3,16,9.441515981952763,483,1
149,9,23,6,-8.36813034028364,522,0
150,22,3,3,-41.00781699061631,521,0
151,36,20,8,-13.8451688928955,252,0
152,17,14,24,-10.6853020745621,362,0
153,1,8,13,-25.22825140947809,108,0
154,16,8,19,8.847117837065205,44,1
155,19,3,16,8.53429462068412,454,1
156,36,28,31,-26.3458101006974,256,0
157,23,37,4,-8.537599403784926,104,0
158,36,2,0,-15.8587439093564,494,0
159,22,20,25,-73.8715621922369,163,0
160,1,10,23,5.80615311152349,110,1
161,9,6,18,5.90423821637667,398,1
162,22,19,31,-65.06764317218779,159,0
163,28,27,12,-7.43602435526572,128,0
164,21,14,10,7.25650921408359,317,1
165,19,11,9,5.83411082973357,22,1
166,2,5,30,-35.7249944561073,523,0
167,37,14,21,-9.02889934840471,269,0
168,34,20,33,5.43768767170876,141,1
169,26,8,30,5.62701236979704,232,1
170,33,14,28,6.33305480222619,335,1
171,23,20,5,-17.814992923825102,470,0
172,16,7,0,-7.937951218737085,52,0
173,5,4,29,-28.131287495355103,14,0
174,28,11,8,-13.9036455998136,129,0
175,17,3,15,-7.690710182891735,65,0
176,0,5,26,-6.73660798533296,509,0
177,18,11,2,-27.9033367734959,365,0
178,2,19,23,6.07121095724078,185,1
179,7,37,21,-35.426313220829,312,0
180,0,10,23,9.956058864429297,2,1
181,24,21,24,9.29618486317171,403,1
182,35,18,8,-6.960624088977195,548,0
183,32,7,17,-25.8645373080162,98,0
184,11,37,11,-13.538508472121,389,0
185,14,29,23,6.92601338352588,291,1
186,20,29,6,-10.4166478348543,85,0
187,9,26,19,-8.7993057653822,395,0
188,5,20,0,-25.51936489823209,11,0
189,34,29,12,5.4602440711399005,148,1
190,12,14,13,-9.08575577077983,42,0
191,24,4,24,8.64124098422298,401,1
192,28,14,19,-5.42880294281284,135,0
193,15,25,33,-8.90049997974172,432,0
194,9,34,13,-36.8240395967977,179,0
195,9,6,15,-9.032431661928264,398,0
196,34,21,17,6.529098675709861,151,1
197,5,21,19,-26.2146283343813,15,0
198,34,11,10,6.787981718640995,518,1
199,13,14,28,5.970446029917991,280,1
200,25,20,3,-24.9774310519617,243,0
201,36,37,1,-6.03653077246378,420,0
202,22,29,32,-13.1903627817766,171,0
203,32,19,28,5.147098945146251,87,1
204,31,24,27,-9.225878046392594,441,0
205,36,0,3,5.717699620717131,554,1
206,36,30,12,13.512480438636,261,1
207,13,10,11,-7.72401489751984,272,0
208,35,33,20,-70.7405815242019,230,0
209,16,15,4,-42.2885998362905,358,0
210,22,29,25,-42.0849965186068,171,0
211,26,5,30,-7.163138314727335,528,0
212,2,25,15,-11.517671745075496,400,0
213,1,30,33,7.716682102877581,375,1
214,26,37,2,-5.3461524178583,486,0
215,7,4,24,-20.6736530450851,437,0
216,26,23,30,17.129061246236,236,1
217,3,5,30,-8.337709717170636,535,0
218,32,7,10,-25.611714284554505,98,0
219,3,12,20,5.07783461001477,497,1
