,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,35,22,21,6.312150174422065,219,1
1,0,19,5,9.41046303564802,0,1
2,35,33,29,-27.2083997777327,230,0
3,36,18,27,-8.87810322310505,418,0
4,33,5,30,-14.5444556622841,328,0
5,3,14,18,19.6601147341446,426,1
6,36,20,32,-6.107910275662785,252,0
7,18,19,28,-45.6230505061944,72,0
8,15,3,27,9.767082938660504,433,1
9,9,10,5,-6.08371678796257,177,0
10,2,3,22,6.313799953135705,483,1
11,7,19,3,-61.1015666301272,301,0
12,31,15,7,-6.37118665069354,326,0
13,36,8,24,12.3103769404349,567,1
14,15,37,11,-6.7463876295137855,501,0
15,33,11,22,-39.56749561725,576,0
16,0,30,33,6.938963434601485,350,1
17,25,4,19,-10.953136660809085,572,0
18,34,15,19,12.2913059662385,385,1
19,19,25,25,7.24977473925692,25,1
20,19,11,13,-11.0971435494132,22,0
21,9,20,4,-11.8185371435369,178,0
22,19,11,18,10.509888481757816,22,1
23,18,27,32,-29.935196741457,78,0
24,11,37,9,-8.47732202932604,389,0
25,11,37,19,-7.399686052135319,389,0
26,37,14,31,-13.0262517508678,269,0
27,33,3,33,-34.900658032935,448,0
28,17,12,14,-52.2610408448364,56,0
29,3,10,12,8.43337287299478,537,1
30,36,24,16,13.0538367964254,495,1
31,11,26,2,8.080530557593711,476,1
32,1,25,8,8.004827135051201,114,1
33,36,37,5,-19.3693669465848,420,0
34,17,24,21,-12.0727527082934,61,0
35,7,10,9,-20.8465648276132,304,0
36,32,5,21,-47.9979391621774,86,0
37,18,23,26,7.650018890779229,77,1
38,20,29,22,-46.540765845022,85,0
39,24,37,8,-5.95166866925206,206,0
40,22,10,27,-60.0161747018082,162,0
41,7,21,18,-50.4133304827397,315,0
42,31,24,7,-8.183139895442231,441,0
43,11,27,20,6.4992148337552,156,1
44,6,15,33,-5.43343588480293,346,0
45,35,1,23,-21.0295946439838,217,0
46,23,8,0,8.92353746724106,100,1
47,6,19,25,10.7145442987412,569,1
48,24,3,2,-5.12562240851547,207,0
49,9,25,16,-5.836605553318195,182,0
50,12,30,26,5.468803449778861,353,1
51,18,25,18,11.101112182136305,366,1
52,9,12,3,-9.06568666197348,176,0
53,15,30,21,12.3428041922336,296,1
54,36,33,12,6.78319793689918,575,1
55,17,11,26,-27.5507915182854,60,0
56,31,7,24,-43.3992391832605,327,0
57,15,7,2,-20.2541814563967,299,0
58,11,8,18,9.29922350054372,154,1
59,18,10,6,11.0077898003379,75,1
60,7,29,19,-5.98726681901876,311,0
61,34,1,23,-25.1269050101969,143,0
62,18,6,25,-27.931712659593305,84,0
63,10,4,16,7.75353170567935,70,1
64,34,25,17,11.399552462639,147,1
65,3,27,16,6.13390939113388,498,1
66,36,32,9,-6.130101128025959,253,0
67,8,14,23,11.0656886403649,35,1
68,22,23,33,-11.5074740294909,164,0
69,2,30,6,10.9730620381792,192,1
70,36,10,23,16.462393026075198,251,1
71,2,30,22,9.77042172171701,192,1
72,16,23,2,-18.0542499130099,355,0
73,30,4,27,-11.2200653411609,414,0
74,31,29,31,-11.5632651895931,539,0
75,31,23,15,5.26897786857905,440,1
76,19,25,14,-7.77451708397597,25,0
77,28,19,33,17.6290458891266,126,1
78,28,27,23,5.778181960138999,128,1
79,23,10,2,-17.304320964942498,101,0
80,5,29,33,-15.5660088814203,12,0
81,8,4,19,8.69484166672895,34,1
82,35,33,26,-20.8179648305496,230,0
83,0,20,30,-8.004827148899185,3,0
84,27,37,1,-5.41874551428389,122,0
85,8,14,0,-11.9862203111393,35,0
86,28,27,19,-5.434596422945621,128,0
87,19,24,20,5.19073085384766,23,1
88,28,29,8,8.514086892473479,133,1
89,32,15,28,-31.2257996151023,97,0
90,15,30,1,8.69070792667523,296,1
91,16,24,13,-7.2681667131386,49,0
92,5,4,25,-38.3677759555512,14,0
93,36,8,14,5.9318496368623705,567,1
94,17,30,13,-10.175704706354889,63,0
95,3,30,15,5.92010542027017,285,1
96,32,14,26,-10.173188905052005,96,0
97,2,10,23,12.3196398233783,187,1
98,17,26,33,-11.037739011242351,361,0
99,13,11,10,9.719917406431204,496,1
100,1,23,19,11.3899295985826,112,1
101,25,30,12,6.062213156847815,412,1
102,3,12,0,7.130225325030731,497,1
103,11,10,26,-17.9822600926395,475,0
104,22,24,0,-13.3604254924837,167,0
105,16,29,17,6.20360329837674,50,1
106,1,11,32,-51.7453659174708,472,0
107,24,37,24,12.9389289839906,206,1
108,23,37,29,-8.99929281388958,104,0
109,0,25,18,6.882601674537035,544,1
110,36,33,8,-22.0273575105436,575,0
111,16,19,0,-62.9915218636643,457,0
112,12,27,13,-8.476906194339705,39,0
113,17,27,32,-26.573071741457,59,0
114,32,34,13,-77.138265735765,91,0
115,9,19,33,-12.8783771770877,175,0
116,13,7,0,-39.2996383159106,282,0
117,22,11,3,-12.8364144511294,166,0
118,34,21,5,12.12592134983595,151,1
119,18,7,7,-15.5562516373474,467,0
120,31,20,13,-5.32397731659052,320,0
121,5,20,7,-50.1422440916945,11,0
122,33,23,18,8.71672437212034,506,1
123,4,20,2,-5.393729738739966,288,0
124,18,24,8,-18.4604313093252,79,0
125,17,6,33,-26.4932858978657,66,0
126,31,15,29,-81.83756219223694,326,0
127,34,29,8,5.17581352395791,148,1
128,15,5,4,-24.665461411871902,428,0
129,26,10,15,6.36647036123272,234,1
