,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,18,23,28,-27.150626005785,77,0
1,19,21,5,-8.33422585481099,31,0
2,31,25,29,-5.93544691026592,325,0
3,13,3,27,-18.908090086384,279,0
4,17,15,33,-5.8586274887307805,363,0
5,15,37,18,-19.3224192215958,501,0
6,36,24,32,6.705581234570185,495,1
7,22,6,28,-76.2987809422369,173,0
8,31,29,27,-12.889496799963,539,0
9,24,30,5,12.4498846635936,204,1
10,36,27,22,-15.7123153586413,255,0
11,16,8,15,8.574591801567099,44,1
12,6,24,7,-5.53195285585893,341,0
13,3,30,24,21.00627411838009,285,1
14,17,23,20,-16.9955761746407,58,0
15,19,26,24,10.411062018000798,24,1
16,18,6,33,-22.8320595723732,84,0
17,0,7,0,-36.6733835573317,9,0
18,36,8,19,10.9857519111034,567,1
19,22,10,25,28.3429529479104,162,1
20,19,11,13,-11.0971435494132,22,0
21,35,28,4,-18.7270422792052,218,0
22,16,20,18,-18.9652814554278,47,0
23,23,8,32,7.8148940275798,100,1
24,2,30,9,11.412986367872984,192,1
25,36,21,19,6.95636312569314,266,1
26,31,7,31,-16.303128989708902,327,0
27,23,29,21,-7.05264619357514,103,0
28,17,8,14,-26.6311716227055,55,0
29,7,10,12,-14.4321915907662,304,0
30,36,37,16,-14.4419388287299,420,0
31,36,10,2,-12.2345660568002,251,0
32,35,13,8,-35.553028844610296,226,0
33,15,3,5,16.8121330652129,433,1
34,17,6,28,-34.2796715075842,66,0
35,6,7,9,-39.687595312577,347,0
36,2,15,21,-25.5981687408428,195,0
37,9,10,26,-5.68632753560096,177,0
38,11,27,22,-25.9350393132023,156,0
39,15,25,8,-9.443518612927203,432,0
40,9,3,27,-17.8724522258156,547,0
41,31,7,18,-60.2257924665892,327,0
42,6,10,7,-5.94154896455409,507,0
43,36,22,20,-14.930043307487,259,0
44,27,14,21,8.9572971866509,124,1
45,35,33,23,-38.4021607270013,230,0
46,2,27,0,6.498607483508771,189,1
47,19,29,8,23.2226678796106,27,1
48,15,7,2,-20.2541814563967,299,0
49,24,10,16,6.0456236237173,201,1
50,23,37,26,-7.56799567008168,104,0
51,23,5,18,-29.1650894410008,99,0
52,25,21,3,-11.5176624328177,248,0
53,31,27,21,-40.6307668903457,321,0
54,15,5,12,-13.4107352250383,428,0
55,34,15,26,8.686774735631715,385,1
56,19,21,10,-5.92631260736435,31,0
57,10,30,25,27.912603329181103,463,1
58,22,23,18,-60.615721346234295,164,0
59,1,23,6,5.99019642454337,112,1
60,10,8,0,8.46706052634886,67,1
61,22,3,23,-25.009803868486102,521,0
62,35,13,25,-19.577199501173705,226,0
63,23,30,16,14.1476951364277,102,1
64,2,25,17,-9.86656257122099,400,0
65,15,5,16,-17.3234293282354,428,0
66,7,30,9,-21.2315510222246,436,0
67,18,8,23,-24.5263688892787,73,0
68,25,26,33,-18.2365358988984,552,0
69,26,14,6,-5.63380502584976,487,0
70,36,14,23,5.08316699947261,533,1
71,36,32,22,-15.0544434044119,253,0
72,28,29,2,27.7377721081928,133,1
73,13,23,27,5.6749698035623855,273,1
74,19,10,17,-24.5970003477192,19,0
75,17,8,22,-49.07803227146511,55,0
76,19,3,14,-5.0244809182528,454,0
77,35,11,33,7.32910741651882,549,1
78,22,19,23,-14.9571487917842,159,0
79,35,8,2,-18.0154654610948,210,0
80,32,11,33,-21.7454964416264,92,0
81,34,23,19,7.549634555752965,142,1
82,31,34,26,8.65924998099651,322,1
83,18,30,30,-12.9326873362227,81,0
84,22,15,1,-51.2244960146361,392,0
85,28,10,0,14.5616949316119,378,1
86,26,4,19,10.20561121666122,551,1
87,28,14,20,-5.583017883372991,135,0
88,26,23,8,-6.8797834295778095,236,0
89,2,7,28,-7.771218615324095,196,0
90,19,30,30,-6.1058976323142495,26,0
91,16,34,13,-12.0624416515184,48,0
92,11,24,25,15.8584260632331,388,1
93,36,17,14,-20.3484115259649,417,0
94,17,6,13,-33.57321309958325,66,0
95,19,24,22,-6.06031558873255,23,0
96,2,25,26,5.578107086919459,400,1
97,35,19,23,-34.7534402226058,209,0
98,11,14,33,7.83667452877978,157,1
99,7,4,10,-25.532911296200503,437,0
100,35,24,19,-8.87076094479885,222,0
101,36,7,12,-27.483820593657903,265,0
102,16,8,11,-5.84054231638296,44,0
103,36,0,26,-6.474178479391145,554,0
104,14,20,0,-13.2521324572286,290,0
105,18,3,17,-18.0986915440647,571,0
106,34,33,32,-59.8525915997472,152,0
107,25,8,24,8.360538253607341,241,1
108,35,4,29,-36.3377726236038,410,0
109,19,20,18,-15.7040175858645,20,0
110,5,29,19,-13.3195372449994,12,0
111,28,7,0,-11.670523249104797,137,0
112,12,20,13,-6.87137027556717,38,0
113,36,12,32,-7.886402708559655,492,0
114,32,7,13,-65.84206219223691,98,0
115,36,30,33,9.284740373458916,261,1
116,12,29,11,-5.1237026504704,354,0
117,26,3,3,-19.250297668154,239,0
118,9,5,5,-16.4738496372684,174,0
119,1,10,7,-12.8556706798357,110,0
120,16,12,9,-14.6005226683587,45,0
121,8,29,7,7.594724148616491,352,1
122,6,8,18,10.618169595306298,570,1
123,12,29,25,-6.2484788754977,354,0
124,2,25,8,-8.44933917518229,400,0
125,22,27,33,-60.53277907626391,165,0
126,10,20,26,-70.4261976514519,461,0
127,30,8,8,21.7509980912444,249,1
128,31,27,4,-6.89311771650186,321,0
129,31,11,15,-7.925565084438575,323,0
130,7,3,18,-13.513479385662102,313,0
131,19,10,5,17.9480076141096,19,1
132,2,34,23,-43.182047562278,190,0
133,11,5,26,-5.40302249975631,520,0
134,3,21,17,-5.10611368897542,538,0
135,27,14,15,-10.69309933348341,124,0
136,36,25,18,13.615498260846,573,1
137,35,14,12,-11.5250095197471,565,0
138,18,29,9,9.19868243396693,82,1
139,15,10,24,16.600875626525,429,1
140,4,29,6,-9.442566801895753,289,0
141,16,14,26,-22.3826053961532,51,0
142,19,25,0,-28.0951349619108,25,0
143,7,21,3,-30.2391129289129,315,0
144,7,3,17,-25.4447797310682,313,0
145,7,37,15,-27.1533139023131,312,0
146,6,4,24,5.40163456068428,560,1
147,35,23,26,-9.41924326504461,216,0
148,35,19,16,-21.1176727844395,209,0
149,35,32,6,-25.1582050167936,215,0
150,26,12,3,-10.49914736056042,233,0
151,7,30,8,8.452252646177906,436,1
152,32,24,24,8.39484363952742,469,1
153,1,29,13,16.5160019984215,115,1
154,23,12,19,-11.883228365746,515,0
155,17,19,16,-55.6272742203778,54,0
156,15,30,31,24.1363877468783,296,1
157,1,30,4,6.957638307561075,375,1
158,33,7,0,-39.8316026038354,337,0
159,8,29,8,7.323177680668955,352,1
160,22,12,23,-7.805751038335975,161,0
161,35,29,18,-17.1442062269943,225,0
162,9,7,31,-9.87458114587952,184,0
163,34,10,12,15.7568453656173,563,1
164,16,12,6,-5.950941565632875,45,0
165,17,34,9,-12.140758932909598,360,0
166,35,17,30,-13.0948427053949,404,0
167,17,20,28,-54.5519625326163,57,0
168,22,6,33,-62.3534260082419,173,0
169,36,32,30,-10.316912285373904,253,0
170,17,12,29,-49.0978219343475,56,0
171,28,7,5,-26.1270616177048,137,0
172,27,29,0,-55.7844289934536,546,0
173,32,34,29,-38.18742791896536,91,0
174,2,14,8,-46.5752670534365,194,0
175,11,37,15,-10.5978118129816,389,0
176,17,14,26,-18.36343000558849,362,0
177,11,3,2,6.22089689120539,478,1
178,35,13,23,-41.5951730378329,226,0
179,17,34,28,-6.332024360872941,360,0
180,10,30,23,12.1295099430702,463,1
181,26,3,24,16.6189105188014,239,1
182,36,14,8,-12.0555876438417,533,0
183,34,30,17,19.25525418115189,383,1
184,26,20,11,-15.0524179936186,235,0
185,31,20,23,-12.2756850823219,320,0
186,34,7,6,-12.357822952337,386,0
187,36,24,19,8.17191858865209,495,1
188,18,15,0,-25.3265640398497,83,0
189,11,10,12,8.79293484881601,475,1
190,12,14,13,-9.08575577077983,42,0
191,26,24,24,15.3211725837561,237,1
192,24,10,19,7.410297545165025,201,1
193,33,7,33,-51.5696500460678,337,0
194,2,20,13,-12.6406845879904,188,0
195,36,12,15,-23.9954271965034,492,0
196,2,5,17,-33.0555701176533,523,0
197,18,15,19,-10.1551178648406,83,0
198,2,23,10,-6.889382057360836,524,0
199,33,7,28,-38.0636425508154,337,0
200,7,19,3,-61.1015666301272,301,0
201,15,23,1,12.4232750054994,499,1
202,35,5,32,-9.927530163666605,527,0
203,34,24,28,9.58571158362452,146,1
204,33,25,27,-13.7477933822102,540,0
205,7,30,3,-9.370712043278786,436,0
206,13,5,12,-16.94520013965535,270,0
207,5,27,20,-46.1915595976324,511,0
208,7,25,20,-5.6276765356599,310,0
209,17,29,4,-13.3106967722037,64,0
210,16,8,8,9.137020885750225,44,1
211,36,20,30,-6.04003437279419,252,0
212,36,2,15,-13.1139629072916,494,0
213,34,4,33,6.99854942832094,519,1
214,3,21,2,8.02826373027293,538,1
215,7,30,24,-15.4168408163929,436,0
216,36,23,30,12.8121217560128,254,1
217,7,20,30,-75.48724969223696,305,0
218,22,11,10,-22.27955467710749,166,0
219,5,27,3,-19.8406388073002,511,0
220,30,8,21,23.935718511664952,249,1
221,35,31,21,-37.7284412272531,229,0
222,33,6,6,-6.44696395259463,582,0
223,17,15,15,-20.245369672245506,363,0
224,34,5,19,-15.3864094563698,381,0
225,2,25,3,-8.411633696615839,400,0
226,28,14,8,-6.73931872720214,135,0
227,16,29,5,-22.613226011545898,50,0
228,15,30,8,8.51817680405245,296,1
229,6,14,12,-9.65732768357853,345,0
230,2,34,29,-30.1525392733088,190,0
231,25,21,5,-20.6691871975837,248,0
232,17,29,1,-27.5259973930861,64,0
233,13,30,2,6.769823935594371,278,1
234,19,37,1,-9.537471656081625,28,0
235,35,32,21,-32.9794844766108,215,0
236,6,3,10,-8.238223656220425,559,0
237,0,10,22,14.1762288439362,2,1
238,22,27,27,-35.8704324184897,165,0
239,2,10,32,8.19768494481743,187,1
240,34,6,13,-35.82082677671,153,0
241,1,26,18,-17.952181945859,473,0
242,3,29,19,-10.026750228641916,286,0
243,5,14,29,-10.174460112904594,452,0
244,33,3,10,-8.4135885611428,448,0
245,7,8,17,-23.8837524855721,302,0
246,24,30,13,7.3062894080406995,204,1
247,15,37,7,-12.280836116402,501,0
248,16,29,24,16.8324960355781,50,1
249,22,20,21,-9.722037060191605,163,0
250,22,19,4,-91.97334344223692,159,0
251,18,25,23,-34.742496326677,366,0
252,36,7,16,9.05646144229336,265,1
253,2,23,16,-10.914067204861626,524,0
254,15,5,18,-24.0512891031869,428,0
255,13,34,26,-76.0974485320047,275,0
256,35,22,27,-72.8972704851586,219,0
257,19,11,31,-10.1294726160248,22,0
258,17,26,8,-6.81231085535822,361,0
259,36,17,30,-10.65700350167419,417,0
260,18,34,2,-15.9997106790183,364,0
261,35,20,8,-6.71626732833439,214,0
262,18,19,1,-44.8349061222034,72,0
263,15,21,26,-5.60504938166288,300,0
264,6,19,11,6.21902904710538,569,1
265,25,23,30,13.6705481281047,244,1
266,35,27,20,-15.6852739328616,405,0
267,7,24,33,-42.0427103815017,309,0
268,35,28,13,-30.2237548197075,218,0
269,12,5,28,-58.4946610720581,36,0
270,28,26,8,-6.24851549848758,130,0
271,10,4,3,9.77270976772396,70,1
272,34,7,2,-23.385243129511203,386,0
273,34,15,5,11.139960521432094,385,1
274,15,5,22,-20.8187622775963,428,0
275,34,12,16,-5.19930757923666,140,0
276,34,25,18,12.5721319398403,147,1
277,31,25,24,7.747313378098189,325,1
278,2,6,8,5.06460609991738,197,1
279,24,21,33,10.173975515053195,403,1
280,19,37,5,-9.722115529663723,28,0
281,2,19,17,8.70101863215461,185,1
282,24,27,1,6.4813911773269,203,1
283,28,15,5,-5.331622019372711,136,0
284,25,4,28,-39.8215853618021,572,0
285,0,20,17,-54.1057185671404,3,0
286,15,21,21,-18.5575478834188,300,0
287,28,7,28,-6.83358276036319,137,0
288,9,20,4,-11.8185371435369,178,0
289,31,34,4,8.4059368870199,322,1
290,35,15,28,-7.08533497910473,484,0
291,12,37,32,-6.10888837946918,40,0
292,9,14,4,-10.9678278514091,183,0
293,7,27,24,-17.2758603097283,307,0
294,25,30,23,6.4703764170711,412,1
295,12,20,23,-5.249877783281811,38,0
296,25,4,23,-5.336512707780431,572,0
297,9,20,33,-14.5242037583421,178,0
298,24,21,5,5.601233192963315,403,1
299,34,30,27,15.3575875993299,383,1
300,13,23,12,5.88415096778858,273,1
301,15,30,21,12.3428041922336,296,1
302,33,5,19,-42.5080436242092,328,0
303,1,7,9,-19.977300549820903,118,0
304,19,14,30,11.442636212363,30,1
305,33,19,25,-10.529283603531017,580,0
306,14,29,5,-9.03085932695062,291,0
