,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,36,19,31,-31.62862996481629,491,0
1,19,24,28,-24.3797825916194,23,0
2,33,8,7,5.10670049464453,445,1
3,36,14,29,8.03689604914986,533,1
4,36,5,27,-10.701228223105025,532,0
5,5,29,33,-15.5660088814203,12,0
6,7,27,18,-41.1494339344149,307,0
7,35,27,32,-10.001727727509383,405,0
8,1,5,28,-31.9852569391476,516,0
9,14,29,27,8.16119090270986,291,1
10,27,4,16,5.121615806180465,123,1
11,2,14,22,-22.243110972526,194,0
12,7,30,3,-9.370712043278786,436,0
13,31,11,17,-16.8477269814212,323,0
14,25,3,24,15.3858723042422,246,1
15,3,5,11,-19.8848357402401,535,0
16,31,30,22,-6.07616598693762,442,0
17,16,34,33,-8.0686573094718,48,0
18,36,34,19,8.064009049604454,257,1
19,22,19,19,-15.3362028876315,159,0
20,16,15,25,5.85786242923088,358,1
21,19,29,13,17.033789286723,27,1
22,22,29,4,-47.9499985685399,171,0
23,7,3,7,8.62171242420984,313,1
24,10,30,32,17.2463708421557,463,1
25,22,11,9,-85.32037469223695,166,0
26,22,25,19,-17.681152761483098,169,0
27,22,14,4,-47.0676019014507,172,0
28,8,37,21,13.314280950591598,33,1
29,28,7,18,-64.2783783756737,137,0
30,2,3,32,9.8915144204234,483,1
31,30,37,16,-5.43541828826811,553,0
32,22,25,2,-8.372054365248525,169,0
33,34,24,8,8.43607126001301,146,1
34,36,16,5,-38.7914625666631,416,0
35,5,8,28,-28.7202067958763,10,0
36,31,30,9,14.7480003061953,442,1
37,34,10,21,13.6449313798717,563,1
38,23,3,26,14.448240149463,105,1
39,18,23,22,-10.9492880638509,77,0
40,35,6,8,-6.70215187577717,231,0
41,32,8,14,5.817442187965471,468,1
42,7,23,18,-60.9994798551987,306,0
43,4,20,7,-7.82289605175748,288,0
44,11,25,20,-15.7127996466462,579,0
45,10,30,21,12.0252912317958,463,1
46,35,8,23,-13.9202969520489,210,0
47,23,10,0,12.6032643856806,101,1
48,32,5,25,-40.1399847152462,86,0
49,35,13,2,-20.0013248005953,226,0
50,9,20,16,-7.828563396804725,178,0
51,17,10,26,-25.103119422474897,359,0
52,17,34,18,-7.392933902834715,360,0
53,2,20,3,6.78970293797568,188,1
54,6,19,21,11.5110118787729,569,1
55,4,29,17,6.3067726496276855,289,1
56,18,30,26,22.2843497562505,81,1
57,31,11,24,-11.0189693527084,323,0
58,7,21,2,-57.99949969223695,315,0
59,28,29,18,23.4795541669551,133,1
60,17,14,6,-7.79858252306063,362,0
61,31,20,19,-8.25399139141162,320,0
62,36,14,16,5.16520380429292,533,1
63,1,14,25,5.9949654551907,116,1
64,19,12,17,-9.875641425553216,18,0
65,22,20,17,-26.1812166373487,163,0
66,18,23,6,7.06500445575072,77,1
67,13,30,9,5.073533770834271,278,1
68,31,24,7,-8.183139895442231,441,0
69,9,24,33,-8.55207210479903,181,0
70,9,14,6,-9.285502896612776,183,0
71,23,37,27,-6.831156007501056,104,0
72,2,3,22,6.313799953135705,483,1
73,17,3,2,-28.9399915409076,65,0
74,25,21,27,8.34806423204102,248,1
75,0,8,17,-35.4553263073941,1,0
76,7,19,15,-24.0054747652027,301,0
77,6,30,16,6.97956191551038,343,1
78,22,19,33,-59.4960859672839,159,0
79,23,21,23,8.412071725823616,373,1
