,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,22,6,21,-20.4182499036538,173,0
1,31,25,7,-8.34986850266879,325,0
2,35,27,29,-21.7904819441505,405,0
3,36,18,27,-8.87810322310505,418,0
4,0,12,33,-22.6433458674764,450,0
5,30,37,18,5.6541470260281095,553,1
6,2,5,32,-30.381371609831497,523,0
7,10,14,28,11.6968595543929,464,1
8,15,30,27,18.76194644686675,296,1
9,11,5,5,-22.487716539786,520,0
10,22,14,22,-49.1555949528057,172,0
11,36,29,3,6.70249155004232,574,1
12,14,29,7,-5.08950560920254,291,0
13,25,24,24,14.1434289902523,245,1
14,13,34,11,-7.876355041708729,275,0
15,15,23,22,-5.2950121452824455,499,0
16,19,20,33,-14.6926711519109,20,0
17,35,13,19,-23.7082934928333,226,0
18,28,29,19,26.4869892695011,133,1
19,12,30,25,18.1852979794726,353,1
20,19,30,13,6.709997671054859,26,1
21,9,12,4,-8.72776764544655,176,0
22,31,20,17,-6.38210951691082,320,0
23,5,30,32,-11.8588581739212,451,0
24,22,5,9,-14.3012756167346,390,0
25,34,7,19,-27.3800969221772,386,0
26,37,20,31,-8.2558736305329,267,0
27,0,30,21,6.36921618613041,350,1
28,17,11,14,-28.313750138553,60,0
29,36,13,12,6.135570056041145,262,1
30,36,25,16,5.93604520746817,573,1
31,11,5,2,-20.998489517946297,520,0
32,1,24,8,6.132619376251215,113,1
33,25,24,5,-5.6132147020544,245,0
34,17,24,21,-12.0727527082934,61,0
35,7,4,9,-24.9220484361022,437,0
36,1,30,21,6.327386804937095,375,1
37,10,30,26,-21.0290579565658,463,0
38,16,24,22,6.254760438757755,49,1
39,35,19,8,-5.04245268555133,209,0
40,22,10,27,-60.0161747018082,162,0
41,13,24,18,9.8248269263702,424,1
42,3,37,7,-10.43965251939558,425,0
43,34,3,20,7.918327257437875,150,1
44,19,30,21,8.8148902462452,26,1
45,9,15,23,-6.13377986299847,397,0
46,18,26,0,-15.1168331043656,80,0
47,6,10,25,23.6518744785825,507,1
48,24,29,2,7.37901898955181,205,1
49,2,27,16,9.80498750783164,189,1
50,0,6,26,6.945753915999379,578,1
51,19,5,18,-31.8178162960409,16,0
52,34,15,3,24.6496444025942,385,1
53,7,5,21,6.37638230055878,502,1
54,36,34,12,11.1040987475391,257,1
55,16,7,26,-8.48647610821785,52,0
56,31,34,24,6.85652947663935,322,1
57,15,7,2,-20.2541814563967,299,0
58,32,26,18,-42.329651624533696,93,0
59,10,37,6,5.36666584133239,69,1
60,15,5,19,-16.0004988533351,428,0
61,23,37,23,-11.134574138485604,104,0
62,23,4,25,17.8945441815128,372,1
63,18,12,16,-41.1248882159358,74,0
64,28,11,17,-16.445504869982102,129,0
65,15,12,16,-6.27962398901145,294,0
66,37,29,9,6.39020382654244,268,1
67,0,3,23,7.820703280108949,7,1
68,22,6,33,-62.3534260082419,173,0
69,2,8,6,7.164365789388305,482,1
70,35,4,23,-71.09803094223699,410,0
71,22,30,22,-9.338047189181784,170,0
72,16,20,2,-25.6005660369569,47,0
73,30,14,27,16.9412116579107,490,1
74,31,34,31,11.1837315367875,322,1
75,36,4,15,-18.5756950452641,421,0
76,8,14,14,6.81493206025403,35,1
77,34,24,33,7.344878067383325,146,1
78,32,29,23,-12.9715891919769,95,0
79,32,15,2,-17.8192105925702,97,0
80,8,4,33,5.93830370195922,34,1
81,8,14,19,5.42022887529082,35,1
82,35,23,26,-9.41924326504461,216,0
83,8,29,30,-16.9017656175237,352,0
84,34,19,1,-11.82299577366765,138,0
85,19,5,0,-43.08337706197421,16,0
86,1,25,19,-8.473003598635199,114,0
87,6,19,11,6.21902904710538,569,1
88,28,26,8,-6.24851549848758,130,0
89,32,29,28,-5.88600646912894,95,0
90,7,4,1,-23.2410140786197,437,0
91,17,19,13,-54.229684271581405,54,0
92,19,29,25,20.0524244118247,27,1
93,36,7,14,-17.2224555829919,265,0
94,17,6,13,-33.57321309958325,66,0
95,25,20,15,-15.7589945492271,243,0
96,18,14,26,-7.72303816369781,466,0
97,22,8,23,-9.033121154313054,160,0
98,18,23,33,-9.988363855350508,77,0
99,36,21,10,15.2857766374306,266,1
100,23,8,19,13.2137361199812,100,1
101,26,10,12,5.11061262395772,234,1
102,37,29,0,-5.59053961745267,268,0
103,34,24,26,10.599844294204,146,1
104,11,8,0,10.268290608184426,154,1
105,12,10,17,-51.326189133654296,37,0
106,17,26,32,-20.270882868379303,361,0
107,2,23,24,-8.74270357962515,524,0
108,18,3,29,-26.682067568647906,571,0
109,7,12,17,-32.5622863321855,303,0
110,36,33,8,-22.0273575105436,575,0
111,19,4,0,13.266191122465376,29,1
112,16,8,13,-14.0273157683434,44,0
113,7,4,32,-13.2914623538587,437,0
114,32,11,13,-15.3650930087792,92,0
115,9,6,33,-9.81418415745379,398,0
116,36,15,0,-5.9748927879054605,264,0
117,34,24,3,19.8163467933014,146,1
118,1,8,5,5.7435236651248704,108,1
119,10,27,7,-12.1801136444083,462,0
120,31,25,13,-8.09182134543116,325,0
121,6,37,32,-5.83446529642122,344,0
122,15,10,18,7.667266863617369,429,1
123,3,14,2,9.371859683389484,426,1
124,18,20,8,-58.134667757525705,76,0
125,18,26,33,-11.5638822374645,80,0
126,7,23,29,-11.0184977040613,306,0
127,34,24,8,8.43607126001301,146,1
128,13,15,4,6.22992620329576,281,1
129,24,30,15,8.327361511484316,204,1
130,36,14,18,11.6257988806511,533,1
131,31,5,7,-86.01724969223699,318,0
132,34,1,23,-25.1269050101969,143,0
133,17,8,26,-41.9753871972368,55,0
134,35,12,17,-22.8596644924336,211,0
135,31,3,3,-7.901202204343985,505,0
136,35,13,18,-32.7475339979171,226,0
137,9,26,12,-5.3052596342315255,395,0
138,16,23,9,-10.172348922171713,355,0
139,25,14,24,5.06686308921893,247,1
140,26,5,6,-26.43605085416,528,0
141,3,14,29,11.5862028725671,426,1
142,25,8,19,6.57466281282943,241,1
143,35,21,3,-6.220410288889109,228,0
144,25,10,17,-12.2556019717305,411,0
145,2,34,15,-10.108220424759985,190,0
146,15,4,24,8.36392524158741,434,1
147,23,37,26,-7.56799567008168,104,0
148,2,30,16,14.284279452724,192,1
149,22,15,6,-43.963630019414,392,0
150,28,7,3,-30.2532282049076,137,0
151,35,9,8,-11.6468257722158,220,0
152,16,23,24,8.829974669574561,355,1
153,23,14,13,-6.25509850462183,106,0
154,3,4,8,-9.899983246339383,287,0
155,5,30,16,-9.575729335614705,451,0
156,36,5,31,8.54757166396608,532,1
157,18,23,4,-30.8891678505615,77,0
158,35,20,0,-21.8467993597452,214,0
159,6,25,25,14.2666484378239,558,1
160,32,6,23,-6.698341146255499,371,0
161,22,23,18,-60.615721346234295,164,0
162,34,3,31,7.20767500217445,150,1
163,18,3,12,-16.6740398437822,571,0
164,33,3,10,-8.4135885611428,448,0
165,19,8,9,5.60511132658641,17,1
166,22,12,30,-10.670765155311283,161,0
167,6,30,21,9.56006059387258,343,1
168,32,11,33,-21.7454964416264,92,0
169,2,3,30,7.1068684158134,483,1
170,31,11,28,-25.0137688837939,323,0
171,18,27,5,-46.562828698967,78,0
172,5,20,0,-25.51936489823209,11,0
173,6,30,28,6.031945466113299,343,1
174,18,27,8,-34.5031567617107,78,0
175,19,8,15,12.077695679785,17,1
176,15,14,29,-7.86997150821624,298,0
177,17,27,2,-40.0995984397264,59,0
178,9,12,23,-7.3703533269339,176,0
179,6,15,21,-14.6528793525985,346,0
180,6,7,6,-26.0300587214591,347,0
181,2,8,24,6.03273261703975,482,1
182,9,12,8,-11.2570594857319,176,0
183,18,29,17,-16.3654149919545,82,0
184,23,29,11,8.204974827651675,103,1
185,37,20,23,-12.0213983487072,267,0
186,32,6,6,-10.182332060397306,371,0
187,34,10,19,16.732717826841,563,1
188,7,21,19,-23.4320707396886,315,0
189,23,8,12,7.9375245776009,100,1
190,16,24,13,-7.2681667131386,49,0
191,9,11,24,-16.545684985625,180,0
192,32,5,19,-44.5492774844327,86,0
193,36,3,33,8.05226581551578,263,1
194,9,5,13,-14.3445225112601,174,0
195,11,37,15,-10.5978118129816,389,0
196,1,29,17,15.9827341869516,115,1
197,6,27,8,-6.1311537305401,508,0
198,34,5,10,-16.0367619321933,381,0
199,36,32,28,-29.611046895958,253,0
200,24,8,3,13.4820898253892,199,1
201,26,12,1,-10.400921026283676,233,0
202,1,11,32,-51.7453659174708,472,0
203,17,8,28,-37.48176929587631,55,0
204,7,37,27,-61.075895749830295,312,0
205,35,26,3,7.4762648782665,223,1
206,25,5,12,-24.9284978031199,529,0
207,35,37,11,-14.4649170012961,409,0
208,2,11,20,-15.4308604397477,525,0
209,12,20,4,-5.608958735544765,38,0
210,6,4,25,23.4958259412045,560,1
211,2,29,30,-8.21776926604979,193,0
212,22,20,15,-38.0405418748832,163,0
213,10,30,33,9.143579334961816,463,1
214,2,26,2,-15.0983836356259,191,0
215,7,12,24,-27.3944758428743,303,0
216,2,14,30,-13.3359979672078,194,0
217,26,14,30,7.80414705577653,487,1
218,32,30,10,5.31267654501709,369,1
219,26,30,20,6.415302737788499,566,1
220,11,12,21,-12.7164784587088,474,0
221,34,8,21,17.4404223698412,139,1
222,15,19,6,5.723100073630491,292,1
223,15,10,3,24.1549027168924,429,1
224,19,29,19,16.285446509390198,27,1
225,32,7,3,-48.0868434422369,98,0
226,33,23,25,-11.72146531712811,506,0
227,6,10,7,-5.94154896455409,507,0
228,35,8,8,-20.1126257934381,210,0
229,15,26,12,5.659676777929921,431,1
230,16,14,29,-5.85885289552077,51,0
231,2,7,5,-41.075710511462106,196,0
232,16,8,1,-16.5746296033805,44,0
233,9,8,2,-9.484826018639335,393,0
234,31,15,9,8.69826914225839,326,1
235,28,24,21,12.722636202695716,380,1
236,15,14,10,-11.7213566083177,298,0
237,35,13,15,-40.169322004622046,226,0
238,34,5,27,-7.32963588861553,381,0
239,18,14,32,-14.1278438867969,466,0
240,34,1,13,-19.99549626439725,143,0
241,8,14,18,5.02204177947473,35,1
242,22,12,19,-16.5970590176363,161,0
243,15,26,28,5.01237098273805,431,1
244,15,11,10,7.25321705700164,430,1
245,35,4,17,-24.7587311321441,410,0
246,2,29,13,27.0908190906894,193,1
247,25,4,7,-15.939701772883598,572,0
248,31,7,22,-18.4492471484296,327,0
249,3,14,21,15.0279075878206,426,1
250,1,23,4,9.75432500542792,112,1
251,8,14,23,11.0656886403649,35,1
252,37,29,16,-7.3134872019357,268,0
253,22,29,16,-75.4741526639483,171,0
254,25,30,18,10.2752410590941,412,1
255,22,12,26,-38.6907830027968,161,0
256,9,30,27,-5.95073610047585,481,0
257,33,10,23,7.112113195586479,330,1
258,17,12,25,-67.45777839627749,56,0
259,2,24,30,6.12035698142479,399,1
260,33,5,26,-19.1720823239963,328,0
261,32,29,8,7.41038080386281,95,1
262,16,15,1,-38.1779395070066,358,0
263,2,27,26,7.26239157107846,189,1
264,35,10,11,-7.30347764520995,213,0
265,9,29,30,-18.5420877932863,396,0
266,23,5,20,-17.196225207064998,99,0
267,35,6,33,5.03437186880104,231,1
268,24,37,13,-25.1740496917611,206,0
269,31,7,21,-92.6375239705256,327,0
270,31,27,25,-15.7865058627414,321,0
271,15,24,20,20.3431521453427,295,1
272,17,19,2,-22.0261941689243,54,0
273,18,3,5,-40.0018996631588,571,0
274,2,15,22,7.35411097795754,195,1
275,23,10,16,6.01022458703708,101,1
276,17,27,18,-30.3488914197334,59,0
277,13,5,24,-11.598122071309977,270,0
278,18,11,8,-19.5112754083299,365,0
279,28,26,33,-6.790286204173849,130,0
280,31,11,7,-22.1284996517591,323,0
281,1,7,17,-15.6435793941458,118,0
282,22,10,1,-13.2344162177504,162,0
283,18,23,5,-9.56478442135488,77,0
284,11,21,28,-22.804584421681906,158,0
285,15,23,31,8.46179950521849,499,1
286,26,24,21,6.9888446658963,237,1
287,16,3,28,-12.0623384294088,514,0
288,28,15,4,-8.90432516718125,136,0
289,3,5,4,-73.7323871288927,535,0
290,28,23,28,-5.50297717269688,379,0
291,33,5,18,-39.9375643249034,328,0
292,11,23,4,-5.513552158294919,387,0
293,36,18,24,-10.8887249443197,418,0
294,2,14,23,-5.17259120334725,194,0
295,33,24,6,-7.181784280913105,447,0
296,24,8,23,14.2157366743595,199,1
297,32,29,33,-5.68405390461419,95,0
298,22,12,5,-61.7490899535277,161,0
299,23,30,27,13.7607769122125,102,1
300,25,23,12,8.43745639828065,244,1
301,35,15,21,20.3303094898777,484,1
302,2,25,19,-8.17642037065726,400,0
303,17,25,9,-7.37121656968193,62,0
304,21,20,1,-7.147301185670591,504,0
305,35,1,25,-14.1164126072029,217,0
306,26,10,5,8.617478789783359,234,1
307,15,7,5,-54.629513238375296,299,0
308,36,14,27,8.195653170267619,533,1
309,35,28,1,-38.3921636750487,218,0
310,1,7,14,-26.9963599758752,118,0
311,28,26,23,-8.43942397458752,130,0
312,5,27,8,-28.0899067617107,511,0
313,34,10,22,15.4336054312169,563,1
314,24,30,17,18.3731687149935,204,1
315,22,29,6,-7.382801531284356,171,0
316,2,24,19,6.09360943824098,399,1
317,31,8,18,10.32547050694749,438,1
