,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,36,20,31,-33.8448554602586,252,0
1,17,26,28,-19.2743643365456,361,0
2,6,20,7,-7.352103547395799,339,0
3,7,24,29,-7.892430229370245,309,0
4,36,25,27,5.95118606145348,573,1
5,5,21,33,-38.1500134764963,15,0
6,7,4,18,-45.9326302003213,437,0
7,25,3,32,7.50910475724344,246,1
8,11,12,28,-43.2835340920948,474,0
9,7,8,27,-31.3867385090932,302,0
10,34,10,16,14.4812203530072,563,1
11,35,12,22,-47.0789059422369,211,0
12,7,3,3,-40.1276800022585,313,0
13,31,24,17,-13.8377209735959,441,0
14,36,29,24,12.4100272269479,574,1
15,0,29,20,7.07268715486299,510,1
16,6,5,22,-46.9128933332326,338,0
17,16,14,33,-19.0298534871962,51,0
18,7,29,19,-5.98726681901876,311,0
19,24,21,19,8.2510591200221,403,1
20,1,23,25,17.0152461768824,112,1
21,19,11,13,-11.0971435494132,22,0
22,9,10,4,-27.6305437155215,177,0
23,31,24,7,-8.183139895442231,441,0
24,10,14,32,8.22704850921606,464,1
25,22,26,9,-16.0262017534228,168,0
26,35,33,19,-18.072205671662505,230,0
27,9,20,4,-11.8185371435369,178,0
28,18,20,21,-36.529787063670994,76,0
29,34,3,18,9.72030474911541,150,1
30,35,4,32,-6.468504939715951,410,0
31,36,28,16,9.708502322411114,256,1
32,35,20,2,-40.1658899177752,214,0
33,2,6,8,5.06460609991738,197,1
34,36,7,5,-70.6763674168973,265,0
35,16,7,28,-8.71224813549198,52,0
36,7,30,9,-21.2315510222246,436,0
37,22,11,21,-9.39438734812801,166,0
38,11,30,26,11.436126743472116,477,1
39,32,26,22,-5.2962189712577,93,0
40,36,6,8,-15.345881446453202,581,0
41,32,6,14,7.38049138114954,371,1
42,7,3,18,-13.513479385662102,313,0
43,7,25,7,-6.67799738641978,310,0
44,24,37,20,-10.582993706495284,206,0
45,32,27,21,-30.0385777966434,90,0
46,35,23,23,-7.68491009015197,216,0
47,11,26,0,8.676065176724205,476,1
48,36,22,25,-20.4677504793652,259,0
49,36,8,2,-15.0045651398505,567,0
50,2,10,16,12.2210368112021,187,1
51,18,26,26,5.436782979930181,80,1
