,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,26,24,31,13.201052469426315,237,1
1,31,3,21,-8.888883655907744,505,0
2,31,25,7,-8.34986850266879,325,0
3,36,5,29,-8.88690054316529,532,0
4,30,4,27,-11.2200653411609,414,0
5,19,4,33,7.06257926431514,29,1
6,15,26,18,-25.7973447984698,431,0
7,24,8,32,10.726033811649184,199,1
8,32,25,28,-31.8357418833295,94,0
9,4,14,27,8.24956046333836,427,1
10,23,30,16,14.1476951364277,102,1
11,9,14,22,-6.554089577213794,183,0
12,15,3,3,8.18868404352206,433,1
13,31,29,17,-10.08781551489471,539,0
14,26,23,24,7.804401088115741,236,1
15,15,24,11,19.7509012368083,295,1
16,7,14,22,-8.52078670948004,314,0
17,17,24,33,-19.3906082334927,61,0
18,36,5,19,-13.346024662622096,532,0
19,22,8,19,-8.30520647578498,160,0
20,32,15,25,-6.912380287611819,97,0
21,19,26,13,-31.5067330187997,24,0
22,9,10,4,-27.6305437155215,177,0
23,14,29,7,-5.08950560920254,291,0
24,12,37,32,-6.10888837946918,40,0
25,22,19,9,-21.0009784531896,159,0
26,22,14,19,-39.544388823723,172,0
27,9,27,4,-13.837307286126,394,0
28,16,7,21,-49.4042189195004,52,0
29,28,7,18,-64.2783783756737,137,0
30,2,8,32,5.65764271844599,482,1
31,25,24,16,7.195325544555359,245,1
32,9,3,2,-21.6103800853934,547,0
33,11,27,8,-6.363185253776205,156,0
34,36,5,5,-8.193627607309685,532,0
35,37,29,21,-6.69059630152624,268,0
36,7,29,9,-17.8098495680286,311,0
37,34,27,21,6.92210323906688,144,1
38,32,15,26,-15.7064081585427,97,0
39,18,19,22,-55.0183899478127,72,0
40,26,5,8,-7.34480019067515,528,0
41,18,25,14,-19.8542487766372,366,0
42,15,24,18,16.6708029558322,295,1
43,13,5,7,-59.857969291288896,270,0
44,11,8,20,-27.8795585931397,154,0
45,18,10,21,-15.6642532383519,75,0
46,2,34,23,-43.182047562278,190,0
47,1,20,0,-5.34813373817237,111,0
48,22,26,25,-71.1382217486528,168,0
49,26,21,2,-11.4565743382817,240,0
50,22,25,16,-35.9810890398766,169,0
51,16,26,26,7.43398078945801,512,1
52,17,23,18,-27.3006726456272,58,0
53,9,12,3,-9.06568666197348,176,0
54,31,26,21,-11.3643853017705,324,0
55,3,10,17,-47.7091057235091,537,0
56,18,10,26,20.4655314693387,75,1
57,31,5,24,-14.2536724027266,318,0
58,33,29,2,-9.75074505605528,334,0
59,28,14,18,-10.06614268814228,135,0
60,17,30,6,-14.9435445762185,63,0
61,31,8,19,5.3188445375074505,438,1
62,36,14,16,5.16520380429292,533,1
63,11,12,25,-30.8227372171062,474,0
64,5,20,17,-51.92037469223695,11,0
65,11,5,17,-19.9139806353915,520,0
66,18,10,6,11.0077898003379,75,1
67,13,24,9,10.3545783547248,424,1
68,7,37,7,-5.47023252128451,312,0
69,24,30,33,5.459126305293895,204,1
70,9,34,6,-17.642029402214,179,0
71,23,3,27,12.0881232916286,105,1
72,9,29,22,-25.9408326703815,396,0
73,17,27,2,-40.0995984397264,59,0
74,25,30,27,7.318947429067345,412,1
75,6,12,31,-11.93804539765485,541,0
76,15,37,15,-10.83706986135729,501,0
77,0,8,14,5.568403910709965,1,1
78,9,19,33,-12.8783771770877,175,0
79,32,29,23,-12.9715891919769,95,0
80,28,12,2,-5.53059216696674,377,0
81,17,6,33,-26.4932858978657,66,0
82,16,7,19,-13.0571029811723,52,0
