,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,5,21,28,-41.513961197959205,15,0
1,6,5,7,-39.3939359486568,338,0
2,36,17,29,-11.0410255431653,417,0
3,36,7,27,-58.9647249035679,265,0
4,16,27,33,-15.5714853633282,356,0
5,36,22,18,5.35458241195316,259,1
6,2,34,32,-7.808906696717916,190,0
7,23,8,28,7.342889498812831,100,1
8,7,24,27,-14.6277410429166,309,0
9,22,24,5,-17.5529016520803,167,0
10,9,6,22,-7.1627525436758095,398,0
11,7,8,3,-27.9548333840676,302,0
12,7,37,7,-5.47023252128451,312,0
13,26,23,24,7.804401088115741,236,1
14,7,37,11,-8.26793265437339,312,0
15,7,37,22,-7.179167328458529,312,0
16,10,20,33,-10.623941626722324,461,0
17,3,29,19,-10.026750228641916,286,0
18,9,15,19,-8.75934269460994,397,0
19,32,15,25,-6.912380287611819,97,0
20,19,27,13,-19.3485793908566,21,0
21,22,6,4,-63.0242307875763,173,0
22,6,26,17,-10.75686316732878,342,0
23,12,27,32,-7.33912086287733,39,0
24,22,20,9,-21.6573130870024,163,0
25,2,14,19,-17.1951829243922,194,0
26,15,23,31,8.46179950521849,499,1
27,18,12,21,-58.38099969223695,74,0
28,17,10,14,-10.40617382827099,359,0
29,3,10,12,8.43337287299478,537,1
30,36,30,16,9.463580677987704,261,1
31,2,7,2,-73.26531928811639,196,0
32,9,12,8,-11.2570594857319,176,0
33,36,17,5,-22.7347822684066,417,0
34,0,12,28,-13.6894856400083,450,0
35,31,24,9,7.18750989266836,441,1
36,11,12,21,-12.7164784587088,474,0
37,23,10,26,-21.3449601732388,101,0
38,18,34,22,-14.9307248162217,364,0
39,36,32,8,-20.3684944831881,253,0
40,22,14,27,-42.923509859797605,172,0
41,15,4,18,5.485665689260175,434,1
42,15,3,7,15.127042061702,433,1
43,9,19,20,-7.57965287626307,175,0
44,18,6,21,-39.049288274896895,84,0
45,24,3,23,12.3993219861199,207,1
46,28,24,0,10.30492501173688,380,1
47,11,8,25,-22.7406805917717,154,0
48,30,27,2,7.232679677539719,250,1
49,2,30,16,14.284279452724,192,1
50,16,24,26,-11.2651395333458,49,0
51,8,14,18,5.02204177947473,35,1
52,9,25,3,-26.8212472121694,182,0
53,6,19,21,11.5110118787729,569,1
54,13,5,12,-16.94520013965535,270,0
55,18,23,26,7.650018890779229,77,1
56,7,10,24,12.8184648321388,304,1
57,6,3,2,-7.771840107437355,559,0
58,23,30,18,15.2749067093326,102,1
59,17,14,6,-7.79858252306063,362,0
60,0,3,0,-6.63713320864642,7,0
61,34,19,23,-47.5504967947386,138,0
62,34,6,25,11.7267183021052,153,1
63,18,25,16,-27.0620258438441,366,0
64,22,27,17,-28.146075685400906,165,0
65,3,37,16,-5.57520045990914,425,0
66,13,7,9,-22.3867678314696,282,0
67,8,29,23,9.949633100916904,352,1
68,35,12,33,-18.5486587463787,211,0
69,2,8,6,7.164365789388305,482,1
70,30,8,23,15.9678244421034,249,1
71,9,7,22,-16.7316961525053,184,0
72,10,37,2,-20.0745804747512,69,0
73,36,37,27,-14.0570706783115,420,0
74,6,7,31,9.39419927420726,347,1
75,7,37,15,-27.1533139023131,312,0
76,8,37,14,5.05925564219257,33,1
77,9,34,33,-17.2380447292687,179,0
78,28,10,23,6.40857602813535,378,1
79,34,12,2,-6.868219988905119,140,0
80,18,8,33,-32.2762629928188,73,0
81,18,24,19,-15.8612000777668,79,0
82,36,26,26,16.5915290707388,260,1
83,10,8,30,-25.9276777022242,67,0
84,11,14,1,8.71353055459845,157,1
85,10,30,0,7.69380270624313,463,1
86,22,29,19,-10.54687611966269,171,0
87,8,4,20,12.1218354837135,34,1
88,9,15,8,-18.1815629355672,397,0
89,28,5,28,-9.859832760363194,125,0
90,5,29,30,-10.15401087892548,12,0
91,16,24,13,-7.2681667131386,49,0
92,18,29,25,-8.8957097374316,82,0
93,36,18,14,-17.8970590932632,418,0
94,17,30,13,-10.175704706354889,63,0
95,37,14,15,-14.643520674594,269,0
96,28,24,26,8.63190524873978,380,1
97,9,19,23,-7.3039517042402,175,0
98,1,7,33,-43.858362429461,118,0
99,36,24,10,14.677356208262498,495,1
100,22,12,19,-16.5970590176363,161,0
101,36,10,12,12.508188444544,251,1
102,21,14,0,-8.42948300933827,317,0
103,2,10,26,-7.43996102239142,187,0
104,24,37,0,-6.260935180924815,206,0
105,10,27,17,-22.310588448176706,462,0
106,10,4,32,7.054369269097505,70,1
107,9,11,24,-16.545684985625,180,0
108,28,5,29,-6.94161394165884,125,0
109,31,14,17,5.87556643182079,443,1
110,7,37,8,-8.65628889463601,312,0
111,18,12,0,-30.3982222986226,74,0
112,12,20,13,-6.87137027556717,38,0
113,31,27,32,-5.33137002428222,321,0
114,32,25,13,-22.0307652063606,94,0
115,35,4,33,8.47571192816087,410,1
116,7,3,0,-35.00463040326321,313,0
117,22,15,3,-16.8017159950579,392,0
118,28,15,5,-5.331622019372711,136,0
119,10,21,7,-15.0734632178139,71,0
120,33,26,13,-13.5324571355946,332,0
121,17,12,32,-49.6536906179499,56,0
122,7,25,18,-12.6840347522915,310,0
123,33,5,2,-42.6288181070953,328,0
124,34,23,8,6.87940501186731,142,1
125,28,5,33,-8.23308367340982,125,0
126,6,7,29,-7.86710317019676,347,0
127,2,14,8,-46.5752670534365,194,0
128,3,10,4,-41.6153039481203,537,0
129,26,3,15,7.25377115038707,239,1
130,3,8,18,7.03106863304162,536,1
131,31,25,7,-8.34986850266879,325,0
132,11,14,23,5.09508752222477,157,1
133,18,27,26,-7.636433973544065,78,0
134,30,21,17,8.32013093312913,415,1
135,12,37,15,-5.6250352308571205,40,0
136,26,27,18,-23.8500962367472,485,0
137,2,6,12,5.68713705286134,197,1
138,16,15,9,-21.2179391511401,358,0
139,26,21,24,8.532096489370545,240,1
140,25,3,6,6.81597803919789,246,1
141,31,5,29,-87.41840594223694,318,0
142,15,3,19,7.6208253334368,433,1
143,30,8,3,17.292623568202202,249,1
144,37,20,17,-5.43147436285536,267,0
145,35,13,15,-40.169322004622046,226,0
146,3,29,24,15.9698013493793,286,1
147,11,4,26,15.4952380400932,479,1
148,24,8,16,10.436531258350914,199,1
149,22,14,6,-21.5024137951538,172,0
150,22,34,3,-9.83588956518322,391,0
151,36,26,8,7.62213055527055,260,1
152,16,24,24,13.417544260575,49,1
153,1,8,13,-25.22825140947809,108,0
154,16,7,19,-13.0571029811723,52,0
155,19,3,16,8.53429462068412,454,1
156,36,13,31,-13.8014044429894,262,0
157,18,27,4,-15.7035611078953,78,0
158,3,29,0,-60.3019632602919,286,0
159,22,20,25,-73.8715621922369,163,0
160,28,24,23,5.69711404226323,380,1
161,22,6,18,-50.3402663018085,173,0
162,22,20,31,-55.6539940460434,163,0
163,1,10,12,9.96202204199551,110,1
164,31,20,10,-8.78399039657073,320,0
165,19,11,9,5.83411082973357,22,1
166,2,34,30,-6.85779545091671,190,0
167,7,4,21,-56.8053651108126,437,0
168,34,5,33,-7.13963425247002,381,0
169,25,5,30,-11.1744087133928,529,0
170,6,24,28,-21.7452117418077,341,0
171,18,6,5,-31.5364888465798,84,0
172,17,6,0,-12.613701148244594,66,0
173,5,29,29,-22.3069567508937,12,0
174,34,30,8,13.8498857064803,383,1
175,17,24,15,-11.91878346634839,61,0
176,6,5,29,-34.5592964523844,338,0
177,32,10,2,-43.5355592139714,367,0
178,2,3,23,9.4137242064605,483,1
179,31,27,21,-40.6307668903457,321,0
180,19,5,23,-16.0614133084208,16,0
181,9,10,24,-7.295153244617125,177,0
182,35,2,8,-22.7387708504506,221,0
183,1,24,17,9.441906833428,113,1
184,22,10,11,-14.0461922849668,162,0
185,15,27,23,6.07629387158101,500,1
186,32,34,6,-22.2077106274724,91,0
187,2,27,19,-5.666176991272495,189,0
188,19,30,0,11.801273579392117,26,1
189,28,12,12,-6.47762943620258,377,0
190,16,8,13,-14.0273157683434,44,0
191,22,15,24,-40.1162994010595,392,0
192,11,12,19,-15.6991911864395,474,0
193,15,3,33,7.86109967714042,433,1
194,9,34,13,-36.8240395967977,179,0
195,9,26,15,-6.10153239374611,395,0
196,22,19,17,-37.280284583161205,159,0
197,19,27,19,-10.46737830747362,21,0
198,23,8,10,6.822012967000505,100,1
199,4,14,28,9.844048704018686,427,1
200,26,10,3,6.205614514419175,234,1
201,13,5,1,-7.21931118050999,270,0
202,27,37,32,-5.25776282390153,122,0
203,18,26,28,-20.076333086545603,80,0
204,31,3,27,-20.9439076110152,505,0
205,25,12,3,-16.5312673309094,242,0
206,36,34,12,11.1040987475391,257,1
207,36,13,11,-5.83437638803895,262,0
208,35,25,20,-14.018166003748298,224,0
209,12,20,4,-5.608958735544765,38,0
210,22,29,25,-42.0849965186068,171,0
211,26,14,30,7.80414705577653,487,1
212,9,6,15,-9.032431661928264,398,0
213,32,6,33,6.57301426792616,371,1
214,25,12,2,-8.72736178314967,242,0
215,15,10,24,16.600875626525,429,1
216,25,8,30,-5.54786304259951,241,0
217,3,10,30,-16.158251428756202,537,0
218,18,20,10,-23.4512385747607,76,0
219,37,20,20,-5.584531832230855,267,0
220,24,12,21,-10.8394067941901,200,0
221,9,29,21,-53.0346848468255,396,0
222,15,11,6,14.6787748836697,430,1
223,31,20,3,-8.02831586133663,320,0
224,18,27,19,-35.4782735371599,78,0
225,28,7,3,-30.2532282049076,137,0
226,17,23,8,-31.4440806817448,58,0
227,0,30,5,7.056092579661881,350,1
228,36,23,8,-17.1152281312971,254,0
229,7,11,12,-9.494974209387388,308,0
230,10,14,29,8.78417230770501,464,1
231,35,10,5,-14.8939598671094,213,0
232,16,29,1,-14.8323530531927,50,0
233,35,3,2,-25.5770546367684,550,0
234,33,7,9,-24.887333351559903,337,0
235,9,12,21,-7.94398888780745,176,0
236,15,11,10,7.25321705700164,430,1
237,36,16,15,-5.40884439977571,416,0
238,11,10,27,20.0974220611817,475,1
239,23,30,32,11.7899932132388,102,1
240,34,23,13,-20.4134677694429,142,0
241,17,19,18,-29.3561409372828,54,0
242,35,29,19,-8.182991674562695,225,0
243,31,24,28,-39.5908481918004,441,0
244,3,5,10,-39.9705068818238,535,0
245,36,22,17,-18.3778279404291,259,0
246,2,7,13,-7.06996516398323,196,0
247,36,17,7,-15.8055378906835,417,0
248,33,7,22,-6.37707702890867,337,0
249,21,29,21,-22.8600762108944,316,0
250,1,30,4,6.957638307561075,375,1
251,16,6,23,-10.008720287433391,459,0
252,36,4,16,12.773205751286898,421,1
253,9,25,16,-5.836605553318195,182,0
254,36,10,18,-9.83439026217709,251,0
255,24,3,26,13.5664179911499,207,1
256,2,7,27,-41.1863571762321,196,0
257,6,19,23,-5.50108035582832,569,0
258,9,15,25,-18.7221338189312,397,0
259,26,23,30,17.129061246236,236,1
260,5,29,2,-25.9764044302741,12,0
261,22,20,8,-5.672861034898014,163,0
262,17,27,1,-31.8536342804069,59,0
263,26,30,26,19.4534467309852,566,1
264,25,20,11,-13.3586194644105,243,0
265,35,23,30,11.6381925615788,216,1
266,28,11,20,-12.0341480006221,129,0
267,36,7,33,-10.63395612957908,265,0
268,35,19,13,-39.848562984435546,209,0
269,22,24,21,-6.1371109503064805,167,0
270,17,19,8,-37.202756338051,54,0
271,33,15,20,7.57588687996362,336,1
272,18,6,2,-45.78174545076985,84,0
273,32,7,5,-32.3662496922369,98,0
274,35,28,22,-24.0741759318748,218,0
275,1,3,16,-6.52418727739277,562,0
276,18,34,18,12.1450062772995,364,1
277,36,29,24,12.4100272269479,574,1
278,34,4,8,10.427228060093,519,1
279,22,15,33,-18.154172186318497,392,0
280,33,24,7,7.8163555266401,447,1
281,22,8,17,-23.1113500637405,160,0
282,2,34,1,-18.5971907639147,190,0
283,18,15,5,-26.8078605041674,83,0
284,9,7,28,-19.7662148505598,184,0
285,31,34,31,11.1837315367875,322,1
286,36,7,21,-29.131268419120502,265,0
287,18,20,28,-56.5213375326163,76,0
288,34,8,4,7.70564830806342,139,1
289,4,20,4,-6.70462194238616,288,0
290,22,10,28,-57.1574606396253,162,0
291,6,12,18,6.11059079665808,541,1
292,11,8,4,-8.9649093150726,154,0
293,30,14,24,10.6781291085675,490,1
294,35,23,23,-7.68491009015197,216,0
295,6,26,6,-5.601574828882329,342,0
296,35,27,23,-23.65214717779555,405,0
297,34,24,33,7.344878067383325,146,1
298,22,3,5,-55.9814438553226,521,0
299,28,12,27,-6.88389436241544,377,0
300,36,2,12,9.53452531289688,494,1
301,36,30,21,13.298024335558,261,1
302,36,7,19,-45.7092409713178,265,0
303,17,6,9,-18.8590911558878,66,0
304,5,4,30,-23.4262531537049,14,0
305,36,0,25,-36.0727421945253,554,0
306,25,29,5,-10.95201987515959,489,0
307,7,21,5,-48.260332442203705,315,0
308,13,3,27,-18.908090086384,279,0
309,36,1,1,6.51430787225307,493,1
310,1,3,14,8.473232354031564,562,1
311,34,7,23,12.1836316005757,386,1
312,18,12,8,-53.7653746922369,74,0
313,22,23,22,-29.1700699221743,164,0
314,25,30,17,12.1586102845902,412,1
315,22,25,6,-25.110478813818705,169,0
316,36,15,19,15.9997869835255,264,1
317,33,25,18,-10.0996698591901,540,0
318,4,29,12,-5.0352339210888495,289,0
319,15,10,16,11.1337847349576,429,1
320,33,14,0,-5.16758614127847,335,0
321,16,15,30,-5.97155501535794,358,0
322,17,10,12,-9.3486539364354,359,0
323,18,6,27,-25.6144363298109,84,0
324,34,29,0,-48.5807683940917,148,0
325,9,10,4,-27.6305437155215,177,0
326,12,37,16,-10.4277962026724,40,0
327,10,5,12,-7.93952402852918,460,0
328,7,30,3,-9.370712043278786,436,0
329,31,7,20,-7.905682705626409,327,0
330,24,5,18,-20.1144883942227,198,0
331,2,5,3,-19.5442064147911,523,0
332,36,17,25,-13.1017859811707,417,0
333,18,6,10,-8.04555043676498,84,0
334,30,8,28,16.4198640547501,249,1
335,33,26,23,-19.2363664252202,332,0
336,11,14,6,8.01224698615946,157,1
337,33,7,19,-22.641781497406697,337,0
338,32,5,11,-48.8060205767766,86,0
339,3,10,25,20.1467566301721,537,1
340,11,37,20,-19.36838624746,389,0
341,4,20,1,-6.57603425963941,288,0
342,34,33,27,-8.77356568002359,152,0
343,16,10,24,23.618561130467697,46,1
344,22,19,28,-35.0269360830565,159,0
345,25,10,17,-12.2556019717305,411,0
346,28,26,20,-10.6832384910142,130,0
347,19,8,20,10.225872132202394,17,1
348,24,10,11,11.201842288889384,201,1
349,2,7,3,-31.3870711688522,196,0
350,16,23,7,-7.32752257737744,355,0
351,2,3,2,7.23131198829065,483,1
352,10,8,8,11.8392627683959,67,1
353,19,37,14,-6.76282979971079,28,0
354,17,14,2,-11.6682349230512,362,0
355,11,5,3,-26.53765302832785,520,0
356,23,4,8,9.3032915967749,372,1
357,35,14,15,-12.740916386537606,565,0
358,27,14,12,-10.251729760688209,124,0
359,25,27,1,-5.992362515490646,488,0
360,19,12,18,-16.1969629825407,18,0
361,17,29,12,-20.0391479805473,64,0
362,5,8,20,-63.2110235699618,10,0
363,16,15,11,-8.72409275859711,358,0
364,13,8,18,7.788693086084326,423,1
365,28,20,6,-5.9804301728968,127,0
366,19,3,7,6.03162595243506,454,1
367,35,2,16,-14.5506129039087,221,0
368,10,30,25,27.912603329181103,463,1
369,13,5,8,-34.7356446234134,270,0
370,9,12,16,-17.0318978078705,176,0
371,24,10,31,20.0436110470163,201,1
372,24,3,9,8.81860721141029,207,1
373,16,14,18,-16.0867793379654,51,0
374,1,30,24,8.235129732184776,375,1
375,26,8,25,6.38207319268272,232,1
376,35,22,27,-72.8972704851586,219,0
377,1,8,3,6.1930249252175,108,1
378,13,5,18,-34.2313814121358,270,0
379,2,14,6,-50.0701739574516,194,0
380,6,24,27,7.048899005549446,341,1
381,28,11,13,-19.0460171048626,129,0
382,22,6,17,-47.0578247349013,173,0
383,35,37,27,-5.34206599725091,409,0
384,30,8,10,24.5351733648334,249,1
385,28,27,0,7.478512373923465,128,1
386,28,19,2,12.402058671678915,126,1
387,35,8,15,-13.4917494886645,210,0
388,28,26,18,-46.6328581804193,130,0
389,17,26,24,-14.9322124930049,361,0
390,3,27,5,7.90274928360869,498,1
391,32,5,33,-50.63268719223695,86,0
392,28,8,19,5.408324436230055,376,1
393,35,4,24,-6.12301390310413,410,0
394,7,23,3,-63.646897331071344,306,0
395,1,25,24,5.68169822948974,114,1
396,34,19,24,14.96137059908,138,1
397,2,34,8,-19.567572080563306,190,0
398,0,34,16,9.562567289553185,5,1
399,31,34,4,8.4059368870199,322,1
400,36,5,17,-15.8650665493869,532,0
401,28,26,23,-8.43942397458752,130,0
402,3,27,24,9.07914440841292,498,1
403,31,5,12,-34.353022649968494,318,0
404,6,29,31,8.89013277200095,542,1
405,9,19,31,-5.3031703113486905,175,0
406,0,7,17,-45.1777050600264,9,0
407,23,29,18,5.27068009310222,103,1
408,26,12,3,-10.49914736056042,233,0
409,37,20,32,-7.5955553187854,267,0
410,16,19,15,5.90197736609702,457,1
411,36,31,27,5.86263277191382,422,1
412,0,7,20,-7.79044380575831,9,0
413,24,5,29,-14.3541542115912,198,0
414,35,4,20,-69.95283082403725,410,0
415,24,27,24,14.2389909251962,203,1
416,23,8,21,12.1683376838585,100,1
417,34,30,20,15.4280103049676,383,1
418,19,5,16,-48.8236511280004,16,0
419,34,25,18,12.5721319398403,147,1
420,19,3,14,-5.0244809182528,454,0
421,35,9,13,-14.3137801200785,220,0
422,17,12,33,-47.535725451930105,56,0
423,7,25,21,-14.2832515715842,310,0
424,2,24,20,5.84318861957089,399,1
425,5,14,17,-7.045936545503491,452,0
426,22,26,12,-42.7019901048399,168,0
427,0,15,23,9.23597462640478,351,1
428,17,3,28,-28.4538035183594,65,0
429,37,20,13,-31.0610831939118,267,0
430,7,19,10,-6.7582413780736506,301,0
431,37,29,22,-8.752535535667295,268,0
432,12,5,19,-47.792893195362495,36,0
433,10,27,1,9.60807409316032,462,1
434,27,29,33,7.30096185857942,546,1
435,7,23,13,-44.6357793847439,306,0
436,30,8,26,29.0013789559085,249,1
437,19,26,33,-16.1227705324475,24,0
438,23,10,18,8.16275789696451,101,1
439,35,32,25,-15.4015340860693,215,0
440,23,5,10,-17.7832865625168,99,0
441,15,27,29,-24.2821833678987,500,0
442,36,30,32,5.7633706458491805,261,1
443,16,14,25,5.98772322206542,51,1
444,34,30,21,17.8994682148702,383,1
445,5,27,22,-38.3063349380824,511,0
446,16,19,31,9.979177813723926,457,1
447,10,30,5,16.286082913271,463,1
448,25,12,21,-11.51538304126652,242,0
449,0,11,20,-7.65000812171428,348,0
450,7,23,27,-61.128519426453,306,0
451,18,30,22,-8.54603182361569,81,0
452,6,30,24,15.9568752893935,343,1
453,36,33,31,-25.9716604997078,575,0
454,28,12,9,-7.076724866108,377,0
455,6,8,8,9.22691763196625,570,1
456,8,4,15,6.35773483119696,34,1
457,7,19,6,-32.3266621395385,301,0
