,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,16,7,28,-8.71224813549198,52,0
1,5,29,5,-9.70189583464491,12,0
2,15,4,29,-28.1497943562316,434,0
3,36,7,27,-58.9647249035679,265,0
4,16,20,33,-33.9850010575459,47,0
5,13,7,18,-38.329830819168805,282,0
6,26,5,32,-19.69865190338605,528,0
7,34,10,28,16.9800962093148,563,1
8,7,25,27,-20.2342839193383,310,0
9,9,7,5,-18.0859911573592,184,0
10,2,15,22,7.35411097795754,195,1
11,31,10,3,-7.20917410753474,319,0
12,33,10,7,-12.3423073088789,330,0
13,36,25,24,8.13430886378198,573,1
14,6,5,11,-37.5703287449852,338,0
15,33,5,22,-37.90140249360775,328,0
16,17,15,33,-5.8586274887307805,363,0
17,7,24,19,-21.2564380371441,309,0
18,24,27,19,-7.38510091496597,203,0
19,28,11,25,-20.4676590806501,129,0
20,19,26,13,-31.5067330187997,24,0
21,9,29,4,-11.4998065458308,396,0
22,5,27,18,-36.1294539197334,511,0
23,10,8,32,7.73860003525282,67,1
24,22,25,9,-16.548776349284502,169,0
25,35,24,19,-8.87076094479885,222,0
26,31,10,31,-8.22354444827049,319,0
27,18,8,21,-21.9240895865093,73,0
28,12,20,14,-7.908188850236209,38,0
29,15,30,12,13.2212946443789,296,1
30,36,22,16,-59.9547062647782,259,0
31,26,10,2,-11.015028461955216,234,0
32,2,5,8,-28.9148076618348,523,0
33,15,14,5,-7.73064054464365,298,0
34,19,25,28,-27.30376328860485,25,0
35,31,7,9,-39.0331600443448,327,0
36,22,3,21,6.26987344333443,521,1
37,11,30,26,11.436126743472116,477,1
38,18,7,22,-6.39691081521814,467,0
39,36,37,8,-12.1495574492978,420,0
40,9,10,27,-6.316526904676024,177,0
41,7,30,18,-8.8318611198616,436,0
42,31,26,7,-7.58716005096274,324,0
43,2,11,20,-15.4308604397477,525,0
44,32,8,21,8.666246491537855,468,1
45,35,28,23,-6.920766659448731,218,0
46,11,8,0,10.268290608184426,154,1
47,3,14,25,-35.4114821196775,426,0
48,13,26,2,-15.6509956160541,276,0
49,2,27,16,9.80498750783164,189,1
50,18,11,26,7.580400411918839,365,1
51,17,23,18,-27.3006726456272,58,0
52,24,8,3,13.4820898253892,199,1
53,17,23,21,-22.1307012695913,58,0
54,4,29,12,-5.0352339210888495,289,0
55,1,15,26,-5.07189396360923,117,0
56,6,21,24,5.918453524630476,543,1
57,19,5,25,-19.638107932965,16,0
58,28,15,18,-5.06881424405665,136,0
59,20,29,6,-10.4166478348543,85,0
60,8,29,0,-59.072022342386,352,0
61,34,7,23,12.1836316005757,386,1
62,2,14,25,5.760667325169355,194,1
63,23,5,16,-25.1132653393862,99,0
64,9,10,17,-65.397951753141,177,0
65,3,30,16,5.23465223120882,285,1
66,13,15,9,6.76076870538317,281,1
67,17,23,23,-15.1893655799345,58,0
68,35,18,33,-8.49972728829642,548,0
69,35,18,6,5.44827583646399,548,1
70,36,9,23,-7.545588017156225,419,0
71,2,14,22,-22.243110972526,194,0
72,1,8,2,9.39741767912764,108,1
73,36,37,27,-14.0570706783115,420,0
74,5,8,17,-40.40387077310285,10,0
75,33,11,15,-14.0323111952208,576,0
76,5,8,14,6.42125046658036,10,1
77,9,26,33,-11.3039698277735,395,0
78,34,20,23,-34.109029442539494,141,0
79,2,8,2,8.54814359130036,482,1
80,18,8,33,-32.2762629928188,73,0
81,32,11,19,-14.5348538565456,92,0
82,14,29,26,-8.72170996103686,291,0
83,17,23,30,14.9866444548949,58,1
84,11,26,1,-7.99312072650431,476,0
85,18,14,0,-12.7989893865456,466,0
86,9,15,19,-8.75934269460994,397,0
87,17,23,20,-16.9955761746407,58,0
88,24,8,8,8.74077860033093,199,1
89,22,26,28,-40.035052168449695,168,0
90,33,26,1,-16.7289168686261,332,0
91,17,5,13,-7.6531278906882205,53,0
92,1,30,25,14.7745361523665,375,1
93,36,20,14,-5.839039288204759,252,0
94,17,6,13,-33.57321309958325,66,0
95,7,19,15,-24.0054747652027,301,0
96,22,3,26,-21.8676533946043,521,0
97,2,24,23,11.8799765398167,399,1
98,1,6,33,5.90471062997417,119,1
99,15,8,10,10.444808546701314,293,1
100,9,19,19,-12.8357933228425,175,0
101,36,37,12,-8.54870935117367,420,0
102,6,15,0,-11.7243282668475,346,0
103,35,28,26,-6.00064445985063,218,0
104,26,12,0,-49.85885472991,233,0
105,18,8,17,-20.385203337446697,73,0
106,23,10,32,7.42483263825662,101,1
107,35,11,24,12.236459350757,549,1
108,24,10,29,11.98481444605449,201,1
109,6,26,17,-10.75686316732878,342,0
110,6,30,8,7.24007707574286,343,1
111,32,26,0,-20.9428723220575,93,0
112,12,4,13,-8.823091523999889,41,0
113,17,12,32,-49.6536906179499,56,0
114,32,25,13,-22.0307652063606,94,0
115,35,4,33,8.47571192816087,410,1
116,6,11,0,5.214407153909031,557,1
117,2,24,3,17.360997970324398,399,1
118,22,27,5,-62.2832589784636,165,0
119,32,11,7,-22.7325223961268,92,0
120,6,5,13,-22.9325887983491,338,0
121,5,30,7,-11.624126657984323,451,0
122,31,30,18,9.725187468222916,442,1
123,0,5,25,-22.3317375423103,509,0
124,22,12,8,-25.462224560551803,161,0
125,28,8,33,9.48938159279538,376,1
126,16,14,26,-22.3826053961532,51,0
127,35,0,8,-7.522213194621054,208,0
128,15,3,4,13.1511748888685,433,1
129,36,16,15,-5.40884439977571,416,0
130,15,7,18,-55.7872064554047,299,0
131,0,19,5,9.41046303564802,0,1
