,drug_row,drug_col,DepMap_ID,synergy_loewe,drug_pair,label
0,36,20,31,-33.8448554602586,252,0
1,31,3,21,-8.888883655907744,505,0
2,5,4,5,-41.757474301431,14,0
3,30,8,29,14.0408030420431,249,1
4,3,20,27,-18.4000054594245,284,0
5,19,12,33,-8.288996070684016,18,0
6,33,10,18,6.21116754528719,330,1
7,36,4,32,-7.64178489518108,421,0
8,32,29,28,-5.88600646912894,95,0
9,31,24,27,-9.225878046392594,441,0
10,11,26,16,5.899995856026591,476,1
11,35,32,22,-12.6261495278021,215,0
12,31,3,3,-7.901202204343985,505,0
13,0,15,18,7.0898428431711,351,1
14,36,30,24,18.5964411649562,261,1
15,33,23,11,8.95930249895091,506,1
16,6,3,22,-7.49747512023234,559,0
17,16,25,33,-27.859557308964902,458,0
18,15,24,19,6.48858865474662,295,1
19,9,3,19,-12.7220091435979,547,0
20,18,3,25,9.661046158627414,571,1
21,19,26,13,-31.5067330187997,24,0
22,24,21,4,9.72502929945751,403,1
23,6,23,7,6.963991031901305,340,1
24,23,10,32,7.42483263825662,101,1
25,22,24,9,-10.6728231648293,167,0
26,2,7,19,-39.5338603062292,196,0
27,35,19,4,-27.16291269650095,209,0
28,16,7,21,-49.4042189195004,52,0
29,22,23,18,-60.615721346234295,164,0
30,36,1,32,-68.5916923749827,493,0
31,36,3,16,9.93084213178009,263,1
32,22,34,2,-28.538972285501305,391,0
33,22,3,8,-19.9508018001086,521,0
34,14,29,5,-9.03085932695062,291,0
35,37,29,21,-6.69059630152624,268,0
36,31,24,9,7.18750989266836,441,1
37,11,8,21,13.5621730289418,154,1
38,32,10,26,-35.7750159885408,367,0
39,32,29,22,-28.1048074813927,95,0
40,25,30,8,9.32524875683548,412,1
41,23,10,14,11.8630427668003,101,1
42,31,7,18,-60.2257924665892,327,0
43,33,10,7,-12.3423073088789,330,0
44,24,37,20,-10.582993706495284,206,0
45,18,23,21,-28.49745126959135,77,0
46,35,23,23,-7.68491009015197,216,0
47,11,10,0,20.1407853885107,475,1
48,22,20,25,-73.8715621922369,163,0
49,35,34,2,-9.849718731320277,406,0
50,24,5,16,-14.4628347805199,198,0
51,16,20,26,-12.9508523293132,47,0
52,32,30,18,10.74199739327212,369,1
53,35,9,3,-7.915995618445756,220,0
54,31,19,21,-13.8400959365072,556,0
55,7,37,17,-15.7082031811251,312,0
56,10,8,26,-39.5643537717361,67,0
57,30,8,24,12.3545535088585,249,1
58,31,10,2,-39.5741766736916,319,0
59,22,12,18,-48.6268681700743,161,0
60,18,24,6,16.819521370238498,79,1
